idx,orig_idx,question,transformation_type,intensity,image_idx
val_Spatial_Reasoning_199_shift1_rephrased3,val_Spatial_Reasoning_199,The dog can be found within the confines of the refrigerator.,shift,6.0,val_Spatial_Reasoning_199_shift1
val_Spatial_Reasoning_199_shift1_rephrased4,val_Spatial_Reasoning_199,The refrigerator is housing the dog at the present moment.,shift,6.0,val_Spatial_Reasoning_199_shift1
val_Spatial_Reasoning_199_shift2_rephrased1,val_Spatial_Reasoning_199,The dog is located inside the refrigerator.,shift,7.0,val_Spatial_Reasoning_199_shift2
val_Spatial_Reasoning_199_shift2_rephrased2,val_Spatial_Reasoning_199,"Inside the refrigerator, you can find the dog.",shift,7.0,val_Spatial_Reasoning_199_shift2
val_Spatial_Reasoning_199_shift2_rephrased3,val_Spatial_Reasoning_199,The refrigerator is housing the dog.,shift,7.0,val_Spatial_Reasoning_199_shift2
val_Spatial_Reasoning_199_shift2_rephrased4,val_Spatial_Reasoning_199,The dog is currently being held within the refrigerator.,shift,7.0,val_Spatial_Reasoning_199_shift2
val_Spatial_Reasoning_199_bw1_rephrased1,val_Spatial_Reasoning_199,The dog is located inside the refrigerator.,bw,,val_Spatial_Reasoning_199_bw1
val_Spatial_Reasoning_199_bw1_rephrased2,val_Spatial_Reasoning_199,The refrigerator is currently housing the dog.,bw,,val_Spatial_Reasoning_199_bw1
val_Spatial_Reasoning_199_bw1_rephrased3,val_Spatial_Reasoning_199,The dog is being stored within the refrigerator.,bw,,val_Spatial_Reasoning_199_bw1
val_Spatial_Reasoning_199_bw1_rephrased4,val_Spatial_Reasoning_199,The dog is found inside the refrigerator.,bw,,val_Spatial_Reasoning_199_bw1
val_Spatial_Reasoning_199_bw2_rephrased1,val_Spatial_Reasoning_199,The dog is located inside the refrigerator.,bw,,val_Spatial_Reasoning_199_bw2
val_Spatial_Reasoning_199_bw2_rephrased2,val_Spatial_Reasoning_199,The refrigerator holds the dog within it.,bw,,val_Spatial_Reasoning_199_bw2
val_Spatial_Reasoning_199_bw2_rephrased3,val_Spatial_Reasoning_199,The dog is being kept inside the refrigerator.,bw,,val_Spatial_Reasoning_199_bw2
val_Spatial_Reasoning_199_bw2_rephrased4,val_Spatial_Reasoning_199,The refrigerator is currently housing the dog.,bw,,val_Spatial_Reasoning_199_bw2
val_Spatial_Reasoning_200_contrast1_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned in the opposite direction from the chair.,contrast,3.0,val_Spatial_Reasoning_200_contrast1
val_Spatial_Reasoning_200_contrast1_rephrased2,val_Spatial_Reasoning_200,The laptop is turned away from the chair.,contrast,3.0,val_Spatial_Reasoning_200_contrast1
val_Spatial_Reasoning_200_contrast1_rephrased3,val_Spatial_Reasoning_200,The laptop is oriented away from the chair.,contrast,3.0,val_Spatial_Reasoning_200_contrast1
val_Spatial_Reasoning_200_contrast1_rephrased4,val_Spatial_Reasoning_200,The laptop is directed away from the chair.,contrast,3.0,val_Spatial_Reasoning_200_contrast1
val_Spatial_Reasoning_200_contrast2_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned at an angle away from the chair.,contrast,7.0,val_Spatial_Reasoning_200_contrast2
val_Spatial_Reasoning_200_contrast2_rephrased2,val_Spatial_Reasoning_200,The laptop is angled away from the chair.,contrast,7.0,val_Spatial_Reasoning_200_contrast2
val_Spatial_Reasoning_200_contrast2_rephrased3,val_Spatial_Reasoning_200,The chair and the laptop are not directly facing each other.,contrast,7.0,val_Spatial_Reasoning_200_contrast2
val_Spatial_Reasoning_200_contrast2_rephrased4,val_Spatial_Reasoning_200,"The laptop is situated at a distance from the chair, with its front side turned away.",contrast,7.0,val_Spatial_Reasoning_200_contrast2
val_Spatial_Reasoning_200_blur1_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned in the opposite direction from the chair.,blur,3.0,val_Spatial_Reasoning_200_blur1
val_Spatial_Reasoning_200_blur1_rephrased2,val_Spatial_Reasoning_200,The laptop is turned with its back towards the chair.,blur,3.0,val_Spatial_Reasoning_200_blur1
val_Spatial_Reasoning_200_blur1_rephrased3,val_Spatial_Reasoning_200,The chair is situated between the laptop and the direction it is facing.,blur,3.0,val_Spatial_Reasoning_200_blur1
val_Spatial_Reasoning_200_blur1_rephrased4,val_Spatial_Reasoning_200,The laptop is oriented with its front side away from the chair.,blur,3.0,val_Spatial_Reasoning_200_blur1
val_Spatial_Reasoning_200_blur2_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned in the opposite direction from the chair.,blur,7.0,val_Spatial_Reasoning_200_blur2
val_Spatial_Reasoning_200_blur2_rephrased2,val_Spatial_Reasoning_200,The laptop is angled away from the chair.,blur,7.0,val_Spatial_Reasoning_200_blur2
val_Spatial_Reasoning_200_blur2_rephrased3,val_Spatial_Reasoning_200,The laptop is situated with its front side turned away from the chair.,blur,7.0,val_Spatial_Reasoning_200_blur2
val_Spatial_Reasoning_200_blur2_rephrased4,val_Spatial_Reasoning_200,The laptop is oriented in a direction that is away from the chair.,blur,7.0,val_Spatial_Reasoning_200_blur2
val_Spatial_Reasoning_200_noise1_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned in a direction away from the chair.,noise,6.0,val_Spatial_Reasoning_200_noise1
val_Spatial_Reasoning_200_noise1_rephrased2,val_Spatial_Reasoning_200,The laptop is oriented so that it's not facing the chair.,noise,6.0,val_Spatial_Reasoning_200_noise1
val_Spatial_Reasoning_200_noise1_rephrased3,val_Spatial_Reasoning_200,The chair is situated in a position where it cannot see the laptop's screen.,noise,6.0,val_Spatial_Reasoning_200_noise1
val_Spatial_Reasoning_200_noise1_rephrased4,val_Spatial_Reasoning_200,The laptop's screen is turned away from the chair.,noise,6.0,val_Spatial_Reasoning_200_noise1
val_Spatial_Reasoning_200_noise2_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned in the opposite direction from the chair.,noise,9.0,val_Spatial_Reasoning_200_noise2
val_Spatial_Reasoning_200_noise2_rephrased2,val_Spatial_Reasoning_200,The laptop is oriented away from the chair.,noise,9.0,val_Spatial_Reasoning_200_noise2
val_Spatial_Reasoning_200_noise2_rephrased3,val_Spatial_Reasoning_200,The chair is situated in front of the laptop.,noise,9.0,val_Spatial_Reasoning_200_noise2
val_Spatial_Reasoning_200_noise2_rephrased4,val_Spatial_Reasoning_200,The laptop is turned away from the chair.,noise,9.0,val_Spatial_Reasoning_200_noise2
val_Spatial_Reasoning_200_masking1_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned with its front side turned away from the chair.,masking,6.0,val_Spatial_Reasoning_200_masking1
val_Spatial_Reasoning_200_masking1_rephrased2,val_Spatial_Reasoning_200,The laptop is oriented with its back side facing the chair.,masking,6.0,val_Spatial_Reasoning_200_masking1
val_Spatial_Reasoning_200_masking1_rephrased3,val_Spatial_Reasoning_200,The laptop is situated with its screen turned away from the chair.,masking,6.0,val_Spatial_Reasoning_200_masking1
val_Spatial_Reasoning_200_masking1_rephrased4,val_Spatial_Reasoning_200,The laptop is angled so that its rear is directed away from the chair.,masking,6.0,val_Spatial_Reasoning_200_masking1
val_Spatial_Reasoning_200_masking2_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned at an angle away from the chair.,masking,9.0,val_Spatial_Reasoning_200_masking2
val_Spatial_Reasoning_200_masking2_rephrased2,val_Spatial_Reasoning_200,The laptop is oriented away from the direction of the chair.,masking,9.0,val_Spatial_Reasoning_200_masking2
val_Spatial_Reasoning_200_masking2_rephrased3,val_Spatial_Reasoning_200,The laptop is situated with its front side not facing the chair.,masking,9.0,val_Spatial_Reasoning_200_masking2
val_Spatial_Reasoning_200_masking2_rephrased4,val_Spatial_Reasoning_200,The laptop is angled in a direction opposite to the chair.,masking,9.0,val_Spatial_Reasoning_200_masking2
val_Spatial_Reasoning_200_rotate1_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned at a 180-degree angle relative to the chair.,rotate,3.0,val_Spatial_Reasoning_200_rotate1
val_Spatial_Reasoning_200_rotate1_rephrased2,val_Spatial_Reasoning_200,The laptop is directed away from the chair.,rotate,3.0,val_Spatial_Reasoning_200_rotate1
val_Spatial_Reasoning_200_rotate1_rephrased3,val_Spatial_Reasoning_200,The laptop is oriented away from the chair.,rotate,3.0,val_Spatial_Reasoning_200_rotate1
val_Spatial_Reasoning_200_rotate1_rephrased4,val_Spatial_Reasoning_200,The laptop is situated with its front side away from the chair.,rotate,3.0,val_Spatial_Reasoning_200_rotate1
val_Spatial_Reasoning_200_rotate2_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned with its front side turned away from the chair.,rotate,7.0,val_Spatial_Reasoning_200_rotate2
val_Spatial_Reasoning_200_rotate2_rephrased2,val_Spatial_Reasoning_200,The laptop is angled so its front side is not facing the chair.,rotate,7.0,val_Spatial_Reasoning_200_rotate2
val_Spatial_Reasoning_200_rotate2_rephrased3,val_Spatial_Reasoning_200,The laptop's front side is directed away from the chair.,rotate,7.0,val_Spatial_Reasoning_200_rotate2
val_Spatial_Reasoning_200_rotate2_rephrased4,val_Spatial_Reasoning_200,The laptop is situated with its front side turned away from the chair's location.,rotate,7.0,val_Spatial_Reasoning_200_rotate2
val_Spatial_Reasoning_200_shift1_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned in the opposite direction of the chair.,shift,3.0,val_Spatial_Reasoning_200_shift1
val_Spatial_Reasoning_200_shift1_rephrased2,val_Spatial_Reasoning_200,The laptop is turned away from the chair.,shift,3.0,val_Spatial_Reasoning_200_shift1
val_Spatial_Reasoning_200_shift1_rephrased3,val_Spatial_Reasoning_200,The chair and the laptop are facing in opposite directions.,shift,3.0,val_Spatial_Reasoning_200_shift1
val_Spatial_Reasoning_200_shift1_rephrased4,val_Spatial_Reasoning_200,The laptop is oriented away from the chair.,shift,3.0,val_Spatial_Reasoning_200_shift1
val_Spatial_Reasoning_200_shift2_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned in a direction opposite to the chair.,shift,7.0,val_Spatial_Reasoning_200_shift2
val_Spatial_Reasoning_200_shift2_rephrased2,val_Spatial_Reasoning_200,The laptop is oriented in a direction away from the chair.,shift,7.0,val_Spatial_Reasoning_200_shift2
val_Spatial_Reasoning_200_shift2_rephrased3,val_Spatial_Reasoning_200,The laptop is turned away from the chair.,shift,7.0,val_Spatial_Reasoning_200_shift2
val_Spatial_Reasoning_200_shift2_rephrased4,val_Spatial_Reasoning_200,The laptop is situated in a direction that is opposite to the chair.,shift,7.0,val_Spatial_Reasoning_200_shift2
val_Spatial_Reasoning_200_bw1_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned with its front side turned away from the chair.,bw,,val_Spatial_Reasoning_200_bw1
val_Spatial_Reasoning_200_bw1_rephrased2,val_Spatial_Reasoning_200,The laptop's front end is angled away from the chair.,bw,,val_Spatial_Reasoning_200_bw1
val_Spatial_Reasoning_200_bw1_rephrased3,val_Spatial_Reasoning_200,The laptop is angled so its front is facing away from the chair.,bw,,val_Spatial_Reasoning_200_bw1
val_Spatial_Reasoning_200_bw1_rephrased4,val_Spatial_Reasoning_200,The laptop is oriented with its front side turned away from the chair.,bw,,val_Spatial_Reasoning_200_bw1
val_Spatial_Reasoning_200_bw2_rephrased1,val_Spatial_Reasoning_200,The laptop is positioned with its front side turned away from the chair.,bw,,val_Spatial_Reasoning_200_bw2
val_Spatial_Reasoning_200_bw2_rephrased2,val_Spatial_Reasoning_200,The laptop is oriented in a direction that keeps its front side from the chair.,bw,,val_Spatial_Reasoning_200_bw2
val_Spatial_Reasoning_200_bw2_rephrased3,val_Spatial_Reasoning_200,The laptop's front side is angled away from the chair.,bw,,val_Spatial_Reasoning_200_bw2
val_Spatial_Reasoning_200_bw2_rephrased4,val_Spatial_Reasoning_200,The laptop is situated so that its front side is not facing the chair.,bw,,val_Spatial_Reasoning_200_bw2
val_Spatial_Reasoning_201_contrast1_rephrased1,val_Spatial_Reasoning_201,The dog is currently located within the handbag.,contrast,5.0,val_Spatial_Reasoning_201_contrast1
val_Spatial_Reasoning_201_contrast1_rephrased2,val_Spatial_Reasoning_201,The dog is situated inside the handbag.,contrast,5.0,val_Spatial_Reasoning_201_contrast1
val_Spatial_Reasoning_201_contrast1_rephrased3,val_Spatial_Reasoning_201,The dog is positioned inside the handbag.,contrast,5.0,val_Spatial_Reasoning_201_contrast1
val_Spatial_Reasoning_201_contrast1_rephrased4,val_Spatial_Reasoning_201,The dog is located inside the handbag.,contrast,5.0,val_Spatial_Reasoning_201_contrast1
val_Spatial_Reasoning_201_contrast2_rephrased1,val_Spatial_Reasoning_201,The dog is currently located within the handbag.,contrast,4.0,val_Spatial_Reasoning_201_contrast2
val_Spatial_Reasoning_201_contrast2_rephrased2,val_Spatial_Reasoning_201,The dog is situated inside the handbag.,contrast,4.0,val_Spatial_Reasoning_201_contrast2
val_Spatial_Reasoning_201_contrast2_rephrased3,val_Spatial_Reasoning_201,The dog is contained within the interior of the handbag.,contrast,4.0,val_Spatial_Reasoning_201_contrast2
val_Spatial_Reasoning_201_contrast2_rephrased4,val_Spatial_Reasoning_201,The dog is positioned inside the interior space of the handbag.,contrast,4.0,val_Spatial_Reasoning_201_contrast2
val_Spatial_Reasoning_201_blur1_rephrased1,val_Spatial_Reasoning_201,The dog is located within the confines of the handbag.,blur,5.0,val_Spatial_Reasoning_201_blur1
val_Spatial_Reasoning_201_blur1_rephrased2,val_Spatial_Reasoning_201,The dog is situated inside the handbag.,blur,5.0,val_Spatial_Reasoning_201_blur1
val_Spatial_Reasoning_201_blur1_rephrased3,val_Spatial_Reasoning_201,The dog is positioned inside the handbag.,blur,5.0,val_Spatial_Reasoning_201_blur1
val_Spatial_Reasoning_201_blur1_rephrased4,val_Spatial_Reasoning_201,The dog is contained within the interior of the handbag.,blur,5.0,val_Spatial_Reasoning_201_blur1
val_Spatial_Reasoning_201_blur2_rephrased1,val_Spatial_Reasoning_201,The dog is located within the confines of the handbag.,blur,4.0,val_Spatial_Reasoning_201_blur2
val_Spatial_Reasoning_201_blur2_rephrased2,val_Spatial_Reasoning_201,The handbag contains the dog.,blur,4.0,val_Spatial_Reasoning_201_blur2
val_Spatial_Reasoning_201_blur2_rephrased3,val_Spatial_Reasoning_201,The dog is situated inside the handbag.,blur,4.0,val_Spatial_Reasoning_201_blur2
val_Spatial_Reasoning_201_blur2_rephrased4,val_Spatial_Reasoning_201,The dog is currently inside the handbag.,blur,4.0,val_Spatial_Reasoning_201_blur2
val_Spatial_Reasoning_201_noise1_rephrased1,val_Spatial_Reasoning_201,The dog is located within the handbag.,noise,7.0,val_Spatial_Reasoning_201_noise1
val_Spatial_Reasoning_201_noise1_rephrased2,val_Spatial_Reasoning_201,The dog is situated inside the handbag.,noise,7.0,val_Spatial_Reasoning_201_noise1
val_Spatial_Reasoning_201_noise1_rephrased3,val_Spatial_Reasoning_201,The dog is positioned within the confines of the handbag.,noise,7.0,val_Spatial_Reasoning_201_noise1
val_Spatial_Reasoning_201_noise1_rephrased4,val_Spatial_Reasoning_201,The dog is currently inside the interior of the handbag.,noise,7.0,val_Spatial_Reasoning_201_noise1
val_Spatial_Reasoning_201_noise2_rephrased1,val_Spatial_Reasoning_201,The dog is located within the confines of the handbag.,noise,5.0,val_Spatial_Reasoning_201_noise2
val_Spatial_Reasoning_201_noise2_rephrased2,val_Spatial_Reasoning_201,The handbag contains the dog.,noise,5.0,val_Spatial_Reasoning_201_noise2
val_Spatial_Reasoning_201_noise2_rephrased3,val_Spatial_Reasoning_201,The dog is situated inside the handbag.,noise,5.0,val_Spatial_Reasoning_201_noise2
val_Spatial_Reasoning_201_noise2_rephrased4,val_Spatial_Reasoning_201,The dog is being held or is contained within the handbag.,noise,5.0,val_Spatial_Reasoning_201_noise2
val_Spatial_Reasoning_201_masking1_rephrased1,val_Spatial_Reasoning_201,The dog is currently located within the handbag.,masking,7.0,val_Spatial_Reasoning_201_masking1
val_Spatial_Reasoning_201_masking1_rephrased2,val_Spatial_Reasoning_201,The handbag contains the dog at the moment.,masking,7.0,val_Spatial_Reasoning_201_masking1
val_Spatial_Reasoning_201_masking1_rephrased3,val_Spatial_Reasoning_201,The dog is situated inside the handbag.,masking,7.0,val_Spatial_Reasoning_201_masking1
val_Spatial_Reasoning_201_masking1_rephrased4,val_Spatial_Reasoning_201,The dog is found inside the handbag.,masking,7.0,val_Spatial_Reasoning_201_masking1
val_Spatial_Reasoning_201_masking2_rephrased1,val_Spatial_Reasoning_201,The dog is contained within the handbag.,masking,5.0,val_Spatial_Reasoning_201_masking2
val_Spatial_Reasoning_201_masking2_rephrased2,val_Spatial_Reasoning_201,The handbag encloses the dog.,masking,5.0,val_Spatial_Reasoning_201_masking2
val_Spatial_Reasoning_201_masking2_rephrased3,val_Spatial_Reasoning_201,The dog is located inside the handbag.,masking,5.0,val_Spatial_Reasoning_201_masking2
val_Spatial_Reasoning_201_masking2_rephrased4,val_Spatial_Reasoning_201,The dog is situated within the confines of the handbag.,masking,5.0,val_Spatial_Reasoning_201_masking2
val_Spatial_Reasoning_201_rotate1_rephrased1,val_Spatial_Reasoning_201,The dog is located within the handbag.,rotate,5.0,val_Spatial_Reasoning_201_rotate1
val_Spatial_Reasoning_201_rotate1_rephrased2,val_Spatial_Reasoning_201,The handbag contains the dog.,rotate,5.0,val_Spatial_Reasoning_201_rotate1
val_Spatial_Reasoning_201_rotate1_rephrased3,val_Spatial_Reasoning_201,The dog is situated inside the handbag.,rotate,5.0,val_Spatial_Reasoning_201_rotate1
val_Spatial_Reasoning_201_rotate1_rephrased4,val_Spatial_Reasoning_201,The dog is enclosed within the handbag.,rotate,5.0,val_Spatial_Reasoning_201_rotate1
val_Spatial_Reasoning_201_rotate2_rephrased1,val_Spatial_Reasoning_201,The dog is currently located inside the handbag.,rotate,4.0,val_Spatial_Reasoning_201_rotate2
val_Spatial_Reasoning_201_rotate2_rephrased2,val_Spatial_Reasoning_201,The handbag contains the dog at this moment.,rotate,4.0,val_Spatial_Reasoning_201_rotate2
val_Spatial_Reasoning_201_rotate2_rephrased3,val_Spatial_Reasoning_201,The dog has taken up residence inside the handbag.,rotate,4.0,val_Spatial_Reasoning_201_rotate2
val_Spatial_Reasoning_201_rotate2_rephrased4,val_Spatial_Reasoning_201,The dog is situated within the confines of the handbag.,rotate,4.0,val_Spatial_Reasoning_201_rotate2
val_Spatial_Reasoning_201_shift1_rephrased1,val_Spatial_Reasoning_201,The dog is situated within the handbag.,shift,5.0,val_Spatial_Reasoning_201_shift1
val_Spatial_Reasoning_201_shift1_rephrased2,val_Spatial_Reasoning_201,The dog is located inside the handbag.,shift,5.0,val_Spatial_Reasoning_201_shift1
val_Spatial_Reasoning_201_shift1_rephrased3,val_Spatial_Reasoning_201,The dog is contained within the confines of the handbag.,shift,5.0,val_Spatial_Reasoning_201_shift1
val_Spatial_Reasoning_201_shift1_rephrased4,val_Spatial_Reasoning_201,The dog is found inside the interior of the handbag.,shift,5.0,val_Spatial_Reasoning_201_shift1
val_Spatial_Reasoning_201_shift2_rephrased1,val_Spatial_Reasoning_201,The dog is located within the handbag.,shift,4.0,val_Spatial_Reasoning_201_shift2
val_Spatial_Reasoning_201_shift2_rephrased2,val_Spatial_Reasoning_201,The handbag contains the dog.,shift,4.0,val_Spatial_Reasoning_201_shift2
val_Spatial_Reasoning_201_shift2_rephrased3,val_Spatial_Reasoning_201,The dog is situated inside the handbag.,shift,4.0,val_Spatial_Reasoning_201_shift2
val_Spatial_Reasoning_201_shift2_rephrased4,val_Spatial_Reasoning_201,The dog is positioned within the confines of the handbag.,shift,4.0,val_Spatial_Reasoning_201_shift2
val_Spatial_Reasoning_201_bw1_rephrased1,val_Spatial_Reasoning_201,The dog is located within the handbag.,bw,,val_Spatial_Reasoning_201_bw1
val_Spatial_Reasoning_201_bw1_rephrased2,val_Spatial_Reasoning_201,The dog is situated inside the handbag.,bw,,val_Spatial_Reasoning_201_bw1
val_Spatial_Reasoning_201_bw1_rephrased3,val_Spatial_Reasoning_201,The dog is contained within the confines of the handbag.,bw,,val_Spatial_Reasoning_201_bw1
val_Spatial_Reasoning_201_bw1_rephrased4,val_Spatial_Reasoning_201,The dog is positioned inside the interior of the handbag.,bw,,val_Spatial_Reasoning_201_bw1
val_Spatial_Reasoning_201_bw2_rephrased1,val_Spatial_Reasoning_201,The dog is located within the handbag.,bw,,val_Spatial_Reasoning_201_bw2
val_Spatial_Reasoning_201_bw2_rephrased2,val_Spatial_Reasoning_201,The handbag contains the dog.,bw,,val_Spatial_Reasoning_201_bw2
val_Spatial_Reasoning_201_bw2_rephrased3,val_Spatial_Reasoning_201,The dog is situated inside the handbag.,bw,,val_Spatial_Reasoning_201_bw2
val_Spatial_Reasoning_201_bw2_rephrased4,val_Spatial_Reasoning_201,The dog is currently inside the handbag.,bw,,val_Spatial_Reasoning_201_bw2
val_Spatial_Reasoning_202_contrast1_rephrased1,val_Spatial_Reasoning_202,The dog is under the chair.,contrast,4.0,val_Spatial_Reasoning_202_contrast1
val_Spatial_Reasoning_202_contrast1_rephrased2,val_Spatial_Reasoning_202,The chair is positioned above the dog.,contrast,4.0,val_Spatial_Reasoning_202_contrast1
val_Spatial_Reasoning_202_contrast1_rephrased3,val_Spatial_Reasoning_202,The dog is located beneath the chair.,contrast,4.0,val_Spatial_Reasoning_202_contrast1
val_Spatial_Reasoning_202_contrast1_rephrased4,val_Spatial_Reasoning_202,The chair is situated on top of the dog.,contrast,4.0,val_Spatial_Reasoning_202_contrast1
val_Spatial_Reasoning_202_contrast2_rephrased1,val_Spatial_Reasoning_202,The dog is under the chair.,contrast,5.0,val_Spatial_Reasoning_202_contrast2
val_Spatial_Reasoning_202_contrast2_rephrased2,val_Spatial_Reasoning_202,The chair is positioned above the dog.,contrast,5.0,val_Spatial_Reasoning_202_contrast2
val_Spatial_Reasoning_202_contrast2_rephrased3,val_Spatial_Reasoning_202,The dog is located beneath the chair.,contrast,5.0,val_Spatial_Reasoning_202_contrast2
val_Spatial_Reasoning_202_contrast2_rephrased4,val_Spatial_Reasoning_202,The chair is situated above the dog.,contrast,5.0,val_Spatial_Reasoning_202_contrast2
val_Spatial_Reasoning_202_blur1_rephrased1,val_Spatial_Reasoning_202,The dog is under the chair.,blur,4.0,val_Spatial_Reasoning_202_blur1
val_Spatial_Reasoning_202_blur1_rephrased2,val_Spatial_Reasoning_202,The chair is positioned above the dog.,blur,4.0,val_Spatial_Reasoning_202_blur1
val_Spatial_Reasoning_202_blur1_rephrased3,val_Spatial_Reasoning_202,The dog is located beneath the chair.,blur,4.0,val_Spatial_Reasoning_202_blur1
val_Spatial_Reasoning_202_blur1_rephrased4,val_Spatial_Reasoning_202,The chair is situated over the top of the dog.,blur,4.0,val_Spatial_Reasoning_202_blur1
val_Spatial_Reasoning_202_blur2_rephrased1,val_Spatial_Reasoning_202,The dog is under the chair.,blur,5.0,val_Spatial_Reasoning_202_blur2
val_Spatial_Reasoning_202_blur2_rephrased2,val_Spatial_Reasoning_202,The chair is positioned above the dog.,blur,5.0,val_Spatial_Reasoning_202_blur2
val_Spatial_Reasoning_202_blur2_rephrased3,val_Spatial_Reasoning_202,The dog is located beneath the chair.,blur,5.0,val_Spatial_Reasoning_202_blur2
val_Spatial_Reasoning_202_blur2_rephrased4,val_Spatial_Reasoning_202,The chair is situated on top of the dog.,blur,5.0,val_Spatial_Reasoning_202_blur2
val_Spatial_Reasoning_202_noise1_rephrased1,val_Spatial_Reasoning_202,The chair is situated above the dog.,noise,7.0,val_Spatial_Reasoning_202_noise1
val_Spatial_Reasoning_202_noise1_rephrased2,val_Spatial_Reasoning_202,The chair is positioned directly over the dog.,noise,7.0,val_Spatial_Reasoning_202_noise1
val_Spatial_Reasoning_202_noise1_rephrased3,val_Spatial_Reasoning_202,The dog is located below the chair.,noise,7.0,val_Spatial_Reasoning_202_noise1
val_Spatial_Reasoning_202_noise1_rephrased4,val_Spatial_Reasoning_202,The chair is hovering directly above the dog.,noise,7.0,val_Spatial_Reasoning_202_noise1
val_Spatial_Reasoning_202_noise2_rephrased1,val_Spatial_Reasoning_202,The chair is positioned above the dog.,noise,6.0,val_Spatial_Reasoning_202_noise2
val_Spatial_Reasoning_202_noise2_rephrased2,val_Spatial_Reasoning_202,The dog is located below the chair.,noise,6.0,val_Spatial_Reasoning_202_noise2
val_Spatial_Reasoning_202_noise2_rephrased3,val_Spatial_Reasoning_202,The chair is situated on top of the dog.,noise,6.0,val_Spatial_Reasoning_202_noise2
val_Spatial_Reasoning_202_noise2_rephrased4,val_Spatial_Reasoning_202,The dog is underneath the chair.,noise,6.0,val_Spatial_Reasoning_202_noise2
val_Spatial_Reasoning_202_masking1_rephrased1,val_Spatial_Reasoning_202,The chair is positioned above the dog.,masking,7.0,val_Spatial_Reasoning_202_masking1
val_Spatial_Reasoning_202_masking1_rephrased2,val_Spatial_Reasoning_202,The dog is located beneath the chair.,masking,7.0,val_Spatial_Reasoning_202_masking1
val_Spatial_Reasoning_202_masking1_rephrased3,val_Spatial_Reasoning_202,The chair is situated over the dog.,masking,7.0,val_Spatial_Reasoning_202_masking1
val_Spatial_Reasoning_202_masking1_rephrased4,val_Spatial_Reasoning_202,The chair is directly above the dog.,masking,7.0,val_Spatial_Reasoning_202_masking1
val_Spatial_Reasoning_202_masking2_rephrased1,val_Spatial_Reasoning_202,The dog is under the chair.,masking,6.0,val_Spatial_Reasoning_202_masking2
val_Spatial_Reasoning_202_masking2_rephrased2,val_Spatial_Reasoning_202,The chair is positioned above the dog.,masking,6.0,val_Spatial_Reasoning_202_masking2
val_Spatial_Reasoning_202_masking2_rephrased3,val_Spatial_Reasoning_202,The dog is located beneath the chair.,masking,6.0,val_Spatial_Reasoning_202_masking2
val_Spatial_Reasoning_202_masking2_rephrased4,val_Spatial_Reasoning_202,The chair is situated over the dog.,masking,6.0,val_Spatial_Reasoning_202_masking2
val_Spatial_Reasoning_202_rotate1_rephrased1,val_Spatial_Reasoning_202,The dog is under the chair.,rotate,4.0,val_Spatial_Reasoning_202_rotate1
val_Spatial_Reasoning_202_rotate1_rephrased2,val_Spatial_Reasoning_202,The chair is positioned above the dog.,rotate,4.0,val_Spatial_Reasoning_202_rotate1
val_Spatial_Reasoning_202_rotate1_rephrased3,val_Spatial_Reasoning_202,The dog is situated below the chair.,rotate,4.0,val_Spatial_Reasoning_202_rotate1
val_Spatial_Reasoning_202_rotate1_rephrased4,val_Spatial_Reasoning_202,The chair is located directly above the dog.,rotate,4.0,val_Spatial_Reasoning_202_rotate1
val_Spatial_Reasoning_202_rotate2_rephrased1,val_Spatial_Reasoning_202,The chair is situated above the dog.,rotate,5.0,val_Spatial_Reasoning_202_rotate2
val_Spatial_Reasoning_202_rotate2_rephrased2,val_Spatial_Reasoning_202,The chair is positioned on top of the dog.,rotate,5.0,val_Spatial_Reasoning_202_rotate2
val_Spatial_Reasoning_202_rotate2_rephrased3,val_Spatial_Reasoning_202,The dog is located directly under the chair.,rotate,5.0,val_Spatial_Reasoning_202_rotate2
val_Spatial_Reasoning_202_rotate2_rephrased4,val_Spatial_Reasoning_202,The chair is directly above the dog.,rotate,5.0,val_Spatial_Reasoning_202_rotate2
val_Spatial_Reasoning_202_shift1_rephrased1,val_Spatial_Reasoning_202,The dog is underneath the chair.,shift,4.0,val_Spatial_Reasoning_202_shift1
val_Spatial_Reasoning_202_shift1_rephrased2,val_Spatial_Reasoning_202,The chair is positioned above the dog.,shift,4.0,val_Spatial_Reasoning_202_shift1
val_Spatial_Reasoning_202_shift1_rephrased3,val_Spatial_Reasoning_202,The dog is located below the chair.,shift,4.0,val_Spatial_Reasoning_202_shift1
val_Spatial_Reasoning_202_shift1_rephrased4,val_Spatial_Reasoning_202,The chair is situated over the dog.,shift,4.0,val_Spatial_Reasoning_202_shift1
