idx,question,orig_idx
val_Spatial_Relation_113_rephrased7,Is the donut's surface in contact with the dining table?,val_Spatial_Relation_113
val_Spatial_Relation_113_rephrased8,Does the dining table come into contact with the donut?,val_Spatial_Relation_113
val_Spatial_Relation_113_rephrased9,Is the donut making contact with the dining table?,val_Spatial_Relation_113
val_Spatial_Relation_113_rephrased10,Are the dining table and the donut touching?,val_Spatial_Relation_113
val_Spatial_Relation_113_rephrased11,Is the dining table in physical contact with the donut?,val_Spatial_Relation_113
val_Spatial_Relation_113_rephrased12,Does the donut have contact with the dining table's surface?,val_Spatial_Relation_113
val_Spatial_Relation_113_rephrased13,Is the donut in physical contact with the dining table?,val_Spatial_Relation_113
val_Spatial_Relation_113_rephrased14,Does the dining table and the donut have contact?,val_Spatial_Relation_113
val_Spatial_Relation_114_rephrased1,Is the teddy bear positioned beneath the dog?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased2,Is the teddy bear situated below the dog?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased3,Is the teddy bear located at the bottom of the dog?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased4,Is the teddy bear lying underneath the dog?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased5,Is the teddy bear placed below the dog?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased6,Is the teddy bear situated at the bottom of the dog?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased7,Is the teddy bear on the underside of the dog?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased8,Is the teddy bear found below the dog?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased9,Is the teddy bear positioned at the bottom of the dog?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased10,Is the teddy bear situated under the dog's base?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased11,Is the teddy bear located under the dog's underside?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased12,Is the teddy bear lying below the dog?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased13,Is the teddy bear at the bottom of the dog's space?,val_Spatial_Relation_114
val_Spatial_Relation_114_rephrased14,Is the teddy bear under the bottom of the dog?,val_Spatial_Relation_114
val_Spatial_Relation_115_rephrased1,Is the chair located beneath the horse?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased2,Is the chair situated below the horse?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased3,Is the chair positioned under the horse?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased4,Is the chair found underneath the horse?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased5,Is the chair placed below the horse?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased6,Is the chair positioned at the bottom of the horse?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased7,Is the chair situated at the base of the horse?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased8,Is the chair located beneath the horse's feet?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased9,Is the chair positioned at the horse's feet?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased10,Is the chair situated under the horse's legs?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased11,Is the chair found at the bottom of the horse?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased12,Is the chair placed under the horse's body?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased13,Is the chair positioned directly under the horse?,val_Spatial_Relation_115
val_Spatial_Relation_115_rephrased14,Is the chair situated directly beneath the horse?,val_Spatial_Relation_115
val_Spatial_Relation_116_rephrased1,Is the individual standing beneath the hair dryer?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased2,Is the person in question located below the hair drier?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased3,Is the individual positioned underneath the hair dryer?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased4,Is the person below the hair dryer in position?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased5,Does the person stand below the hair dryer?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased6,Is the individual situated below the hair dryer?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased7,Is the person located beneath the hair dryer?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased8,Does the person stand under the hair dryer?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased9,Is the individual positioned below the hair dryer?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased10,Is the person standing under the hair dryer?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased11,Does the person stand beneath the hair dryer?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased12,Is the person positioned below the hair dryer?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased13,Is the individual below the hair dryer in a standing position?,val_Spatial_Relation_116
val_Spatial_Relation_116_rephrased14,Is the person located under the hair dryer?,val_Spatial_Relation_116
val_Spatial_Relation_117_rephrased1,Is the cat close to the refrigerator?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased2,Is the refrigerator located near the cat?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased3,Is the cat a short distance from the refrigerator?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased4,Is the refrigerator situated far from the cat's location?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased5,Is the cat positioned close to the refrigerator's location?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased6,Is the refrigerator at a considerable distance from the cat?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased7,Is the cat located close to the refrigerator's position?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased8,Is the refrigerator far away from the cat's location?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased9,Is the cat a considerable distance from the refrigerator?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased10,Is the refrigerator situated at a distance from the cat?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased11,Is the cat positioned at a short distance from the refrigerator?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased12,Is the refrigerator positioned far from the cat's position?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased13,Is the cat far from the refrigerator's location?,val_Spatial_Relation_117
val_Spatial_Relation_117_rephrased14,Is the refrigerator at a short distance from the cat?,val_Spatial_Relation_117
val_Spatial_Relation_118_rephrased1,Is the dog situated on the left-hand side of the vehicle?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased2,Is the dog located on the left side of the automobile?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased3,Is the dog positioned on the left side of the car?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased4,Is the dog on the left-hand side of the car?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased5,Is the car's left side occupied by the dog?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased6,Is the dog situated on the left side of the vehicle?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased7,Is the left side of the car where the dog is?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased8,Is the dog on the left side of the car visible?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased9,Is the dog located on the left side of the vehicle in view?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased10,Is the left-hand side of the car where the dog is?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased11,Is the car's left side home to the dog?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased12,Is the left side of the car occupied by the dog?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased13,Is the dog on the left-hand side of the automobile?,val_Spatial_Relation_118
val_Spatial_Relation_118_rephrased14,Is the dog visible on the left side of the car?,val_Spatial_Relation_118
val_Spatial_Relation_119_rephrased1,Is the cat positioned directly in front of the keyboard?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased2,Does the cat have its front side towards the keyboard?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased3,Is the cat's face oriented towards the keyboard?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased4,Is the keyboard situated directly in front of the cat?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased5,Is the cat currently looking at the keyboard?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased6,Does the cat's forward direction align with the keyboard?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased7,Is the cat positioned in a way that it's looking at the keyboard?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased8,Is the keyboard positioned directly in front of the cat's face?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased9,Is the cat's body facing the direction of the keyboard?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased10,Is the cat turned towards the keyboard?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased11,Is the keyboard in the cat's line of sight?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased12,Is the cat's forward orientation aligned with the keyboard?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased13,Is the cat currently facing the direction of the keyboard?,val_Spatial_Relation_119
val_Spatial_Relation_119_rephrased14,Is the cat's front end directed towards the keyboard?,val_Spatial_Relation_119
val_Spatial_Relation_120_rephrased1,Is the book in contact with the bed?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased2,Is the bed in direct contact with the book?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased3,Does the bed have physical contact with the book?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased4,Is the book resting on the bed?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased5,Is the bed in close proximity to the book?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased6,Does the bed make contact with the book?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased7,Is there physical contact between the bed and the book?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased8,Is the bed adjacent to the book?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased9,Is the book lying on the bed?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased10,Does the bed touch the book directly?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased11,Is the bed in contact with the book's surface?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased12,Is the book placed on the bed?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased13,Is the bed in physical contact with the book's surface?,val_Spatial_Relation_120
val_Spatial_Relation_120_rephrased14,Does the bed have contact with the book?,val_Spatial_Relation_120
val_Spatial_Relation_121_rephrased1,Is the dining table located at a distance from the potted plant?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased2,Is the potted plant positioned near the dining table?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased3,Is the dining table situated far from the potted plant?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased4,Is the potted plant positioned away from the dining table?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased5,Is the dining table placed far from the potted plant?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased6,Is the potted plant located near the dining table?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased7,Is the dining table positioned at a distance from the potted plant?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased8,Is the dining table away from the potted plant in terms of proximity?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased9,Is the potted plant positioned at a close distance to the dining table?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased10,Is the dining table located away from the potted plant?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased11,Is the dining table positioned at a considerable distance from the potted plant?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased12,Is the potted plant positioned at a farther distance from the dining table?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased13,Is the dining table situated in a location away from the potted plant?,val_Spatial_Relation_121
val_Spatial_Relation_121_rephrased14,Is the potted plant located at a distance from the dining table?,val_Spatial_Relation_121
val_Spatial_Relation_122_rephrased1,Is the bench situated on the left-hand side of the cat?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased2,Is the bench located to the left of the cat?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased3,Is the bench positioned at the left side of the cat?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased4,Is the bench found on the left of the cat?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased5,Is the bench situated to the left of the cat?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased6,Is the left side bench near the cat?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased7,Is the bench at the left side of the feline?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased8,Is the left side bench in proximity to the cat?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased9,Is the bench situated on the left side of the feline creature?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased10,Is the bench located to the left of the feline?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased11,Is the bench positioned at the left of the cat's vicinity?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased12,Is the bench at the left of the cat's location?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased13,Is the left side bench close to the cat's position?,val_Spatial_Relation_122
val_Spatial_Relation_122_rephrased14,Is the left side bench near the feline's location?,val_Spatial_Relation_122
val_Spatial_Relation_123_rephrased1,Is the bed located directly below the dog?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased2,Is the bed positioned beneath the dog's current location?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased3,Is the bed situated directly beneath the dog?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased4,Is the bed below where the dog is?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased5,Is the bed positioned at a lower level than the dog?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased6,Is the bed at a lower elevation than the dog?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased7,Is the bed below the dog's position?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased8,Is the bed beneath the dog's location?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased9,Is the bed situated at a lower level than the dog is?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased10,Is the bed directly below the dog?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased11,Is the bed positioned at a lower spot than the dog?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased12,Is the bed below the area where the dog is?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased13,Is the bed at a lower spot than the dog?,val_Spatial_Relation_123
val_Spatial_Relation_123_rephrased14,Is the bed below the spot where the dog is located?,val_Spatial_Relation_123
val_Spatial_Relation_124_rephrased1,Is the individual standing to the right of the laptop?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased2,Is the person positioned on the right-hand side of the laptop?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased3,Is the person at the laptop's right-hand side?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased4,Is the individual to the right of the laptop?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased5,Is the person situated on the right side of the laptop?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased6,Is the person on the laptop's right?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased7,Is the individual located to the right of the laptop?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased8,Is the person at the right of the laptop?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased9,Is the person on the laptop's right-hand side?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased10,Is the individual on the right side of the laptop?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased11,Is the person situated to the right of the laptop?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased12,Is the person at the right side of the laptop screen?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased13,Is the individual on the laptop's right side?,val_Spatial_Relation_124
val_Spatial_Relation_124_rephrased14,Is the person located at the laptop's right?,val_Spatial_Relation_124
val_Spatial_Relation_125_rephrased1,Is there a person located below the remote control?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased2,Is a person situated beneath the remote?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased3,Is the individual under the remote control?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased4,Is a person positioned beneath the remote?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased5,Is there someone underneath the remote control?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased6,Is a person lying beneath the remote?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased7,Is the person situated below the remote?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased8,Is a person located under the remote?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased9,Is there someone beneath the remote control?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased10,Is the individual positioned under the remote?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased11,Is there a person under the remote control?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased12,Is someone located beneath the remote?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased13,Is a person in a position beneath the remote?,val_Spatial_Relation_125
val_Spatial_Relation_125_rephrased14,Is the person under the remote control located?,val_Spatial_Relation_125
val_Spatial_Relation_126_rephrased1,Is the pizza located inside the oven?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased2,Is there a pizza in the oven?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased3,Does the oven have the pizza inside?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased4,Does the pizza reside in the oven?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased5,Is the oven housing the pizza?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased6,Is the pizza contained within the oven?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased7,Is the oven enclosing the pizza?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased8,Is the pizza situated within the oven?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased9,Is the oven holding the pizza?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased10,Does the pizza occupy space within the oven?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased11,Is the oven encompassing the pizza?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased12,Is the pizza being kept in the oven?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased13,Does the oven possess the pizza inside?,val_Spatial_Relation_126
val_Spatial_Relation_126_rephrased14,Is the pizza positioned inside the oven?,val_Spatial_Relation_126
val_Spatial_Relation_127_rephrased1,Is the suitcase far away from the truck?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased2,Is the truck located at a distance from the suitcase?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased3,Is the suitcase positioned at a considerable distance from the truck?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased4,Is the truck situated far from the suitcase?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased5,Is the distance between the truck and the suitcase significant?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased6,Is the truck positioned at a great distance from the suitcase?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased7,Is the suitcase located a considerable distance away from the truck?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased8,Is the truck a considerable distance from the suitcase?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased9,Is the suitcase far removed from the truck?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased10,Is the truck located far away from the suitcase?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased11,Is the suitcase positioned at a considerable remove from the truck?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased12,Is the truck situated a great distance away from the suitcase?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased13,Is the distance between the suitcase and the truck considerable?,val_Spatial_Relation_127
val_Spatial_Relation_127_rephrased14,Is the truck positioned at a far remove from the suitcase?,val_Spatial_Relation_127
val_Spatial_Relation_128_rephrased1,Is there a donut located on the dining table?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased2,Is the donut sitting on the dining table?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased3,Is a donut present on the dining table?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased4,Is the donut placed on the dining table?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased5,Is the dining table home to a donut?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased6,Is a donut visible on the dining table?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased7,Does the dining table hold a donut?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased8,Is the donut found on the dining table?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased9,Is the dining table where the donut is?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased10,Is the donut located on the table in the dining area?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased11,Is the donut situated on the dining table?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased12,Is a donut on the table in the dining room?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased13,Is the donut positioned on the dining table?,val_Spatial_Relation_128
val_Spatial_Relation_128_rephrased14,Is the dining table the location of the donut?,val_Spatial_Relation_128
val_Spatial_Relation_129_rephrased1,Is the bowl positioned above the sandwich?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased2,Is the bowl situated above the sandwich?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased3,Does the bowl lie above the sandwich?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased4,Is the bowl placed over the sandwich?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased5,Is the bowl on top of the sandwich?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased6,Is the bowl above the sandwich in terms of position?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased7,Is the sandwich located below the bowl?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased8,Is the bowl stacked on top of the sandwich?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased9,Is the position of the bowl higher than the sandwich?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased10,Is the sandwich positioned below the bowl in terms of elevation?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased11,Is the bowl situated on top of the sandwich?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased12,Is the bowl elevated above the sandwich?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased13,Is the sandwich located beneath the bowl?,val_Spatial_Relation_129
val_Spatial_Relation_129_rephrased14,Is the bowl stacked above the sandwich?,val_Spatial_Relation_129
val_Spatial_Relation_130_rephrased1,Is the cat positioned with its back to the suitcase?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased2,Is the cat's face turned away from the suitcase?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased3,Is the cat looking away from the suitcase?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased4,Is the suitcase situated behind the cat?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased5,Is the cat oriented away from the suitcase?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased6,Does the cat have its back to the suitcase?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased7,Is the cat turned away from the suitcase?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased8,Is the cat's rear end facing away from the suitcase?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased9,Is the cat positioned with its backside away from the suitcase?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased10,Is the suitcase positioned in front of the cat's back?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased11,Is the cat's profile facing away from the suitcase?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased12,Is the cat's body angled away from the suitcase?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased13,Is the cat's backside turned away from the suitcase?,val_Spatial_Relation_130
val_Spatial_Relation_130_rephrased14,Is the cat's rear facing away from the suitcase?,val_Spatial_Relation_130
val_Spatial_Relation_131_rephrased1,Is the suitcase located next to the cat?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased2,Is the suitcase positioned beside the cat?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased3,Is the suitcase sitting next to the cat?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased4,Is the suitcase placed beside the cat?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased5,Does the suitcase sit beside the cat?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased6,Is the suitcase adjacent to the cat?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased7,Is the suitcase near the cat?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased8,Is the cat next to the suitcase?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased9,Is the suitcase situated beside the cat?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased10,Does the suitcase lie beside the cat?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased11,Is the suitcase positioned adjacent to the cat?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased12,Is the suitcase found beside the cat?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased13,Is the suitcase positioned next to the cat?,val_Spatial_Relation_131
val_Spatial_Relation_131_rephrased14,Is the suitcase in close proximity to the cat?,val_Spatial_Relation_131
val_Spatial_Relation_132_rephrased1,Is the cat looking directly at the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased2,Does the cat have its face turned towards the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased3,Is the cat's face oriented towards the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased4,Is the cat facing the direction of the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased5,Is the cat turned towards the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased6,Does the cat have its back to the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased7,Is the cat looking away from the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased8,Is the cat positioned in front of the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased9,Does the cat have its front side towards the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased10,Is the cat oriented with its face towards the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased11,Is the cat's body directed towards the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased12,Is the cat facing the location of the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased13,Is the cat turned away from the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_132_rephrased14,Is the cat situated in front of the refrigerator?,val_Spatial_Relation_132
val_Spatial_Relation_133_rephrased1,Are the banana and orange in a particular spatial arrangement?,val_Spatial_Relation_133
val_Spatial_Relation_133_rephrased2,Is the banana situated at the back of the orange?,val_Spatial_Relation_133
val_Spatial_Relation_133_rephrased3,Is the banana positioned behind the orange?,val_Spatial_Relation_133
val_Spatial_Relation_133_rephrased4,Does the banana come after the orange in terms of spatial location?,val_Spatial_Relation_133
val_Spatial_Relation_133_rephrased5,Are the banana and orange stacked in a specific order?,val_Spatial_Relation_133
val_Spatial_Relation_133_rephrased6,Is the banana located behind the orange in space?,val_Spatial_Relation_133
val_Spatial_Relation_133_rephrased7,Is the banana situated in a rear position relative to the orange?,val_Spatial_Relation_133
val_Spatial_Relation_133_rephrased8,Does the orange have the banana placed behind it?,val_Spatial_Relation_133
val_Spatial_Relation_133_rephrased9,Is the banana in a position that is to the rear of the orange?,val_Spatial_Relation_133
val_Spatial_Relation_133_rephrased10,Are the banana and orange in a spatial configuration where the banana is behind?,val_Spatial_Relation_133
val_Spatial_Relation_133_rephrased11,Does the banana occupy a position that is behind the orange?,val_Spatial_Relation_133
val_Spatial_Relation_133_rephrased12,Is the orange in front of the banana?,val_Spatial_Relation_133
