idx,orig_idx,question,transformation_type,intensity
val_Spatial_Reasoning_169_contrast1,val_Spatial_Reasoning_169,The chair is away from the horse.,contrast,4
val_Spatial_Reasoning_169_contrast2,val_Spatial_Reasoning_169,The chair is away from the horse.,contrast,7
val_Spatial_Reasoning_169_blur1,val_Spatial_Reasoning_169,The chair is away from the horse.,blur,4
val_Spatial_Reasoning_169_blur2,val_Spatial_Reasoning_169,The chair is away from the horse.,blur,7
val_Spatial_Reasoning_169_noise1,val_Spatial_Reasoning_169,The chair is away from the horse.,noise,6
val_Spatial_Reasoning_169_noise2,val_Spatial_Reasoning_169,The chair is away from the horse.,noise,9
val_Spatial_Reasoning_169_masking1,val_Spatial_Reasoning_169,The chair is away from the horse.,masking,6
val_Spatial_Reasoning_169_masking2,val_Spatial_Reasoning_169,The chair is away from the horse.,masking,9
val_Spatial_Reasoning_169_rotate1,val_Spatial_Reasoning_169,The chair is away from the horse.,rotate,4
val_Spatial_Reasoning_169_rotate2,val_Spatial_Reasoning_169,The chair is away from the horse.,rotate,7
val_Spatial_Reasoning_169_shift1,val_Spatial_Reasoning_169,The chair is away from the horse.,shift,4
val_Spatial_Reasoning_169_shift2,val_Spatial_Reasoning_169,The chair is away from the horse.,shift,7
val_Spatial_Reasoning_169_bw1,val_Spatial_Reasoning_169,The chair is away from the horse.,bw,NA
val_Spatial_Reasoning_169_bw2,val_Spatial_Reasoning_169,The chair is away from the horse.,bw,NA
val_Spatial_Reasoning_170_contrast1,val_Spatial_Reasoning_170,The motorcycle is by the dog.,contrast,7
val_Spatial_Reasoning_170_contrast2,val_Spatial_Reasoning_170,The motorcycle is by the dog.,contrast,6
val_Spatial_Reasoning_170_blur1,val_Spatial_Reasoning_170,The motorcycle is by the dog.,blur,7
val_Spatial_Reasoning_170_blur2,val_Spatial_Reasoning_170,The motorcycle is by the dog.,blur,6
val_Spatial_Reasoning_170_noise1,val_Spatial_Reasoning_170,The motorcycle is by the dog.,noise,6
val_Spatial_Reasoning_170_noise2,val_Spatial_Reasoning_170,The motorcycle is by the dog.,noise,8
val_Spatial_Reasoning_170_masking1,val_Spatial_Reasoning_170,The motorcycle is by the dog.,masking,6
val_Spatial_Reasoning_170_masking2,val_Spatial_Reasoning_170,The motorcycle is by the dog.,masking,8
val_Spatial_Reasoning_170_rotate1,val_Spatial_Reasoning_170,The motorcycle is by the dog.,rotate,7
val_Spatial_Reasoning_170_rotate2,val_Spatial_Reasoning_170,The motorcycle is by the dog.,rotate,6
val_Spatial_Reasoning_170_shift1,val_Spatial_Reasoning_170,The motorcycle is by the dog.,shift,7
val_Spatial_Reasoning_170_shift2,val_Spatial_Reasoning_170,The motorcycle is by the dog.,shift,6
val_Spatial_Reasoning_170_bw1,val_Spatial_Reasoning_170,The motorcycle is by the dog.,bw,NA
val_Spatial_Reasoning_170_bw2,val_Spatial_Reasoning_170,The motorcycle is by the dog.,bw,NA
val_Spatial_Reasoning_171_contrast1,val_Spatial_Reasoning_171,The dog is far from the surfboard.,contrast,6
val_Spatial_Reasoning_171_contrast2,val_Spatial_Reasoning_171,The dog is far from the surfboard.,contrast,4
val_Spatial_Reasoning_171_blur1,val_Spatial_Reasoning_171,The dog is far from the surfboard.,blur,6
val_Spatial_Reasoning_171_blur2,val_Spatial_Reasoning_171,The dog is far from the surfboard.,blur,4
val_Spatial_Reasoning_171_noise1,val_Spatial_Reasoning_171,The dog is far from the surfboard.,noise,5
val_Spatial_Reasoning_171_noise2,val_Spatial_Reasoning_171,The dog is far from the surfboard.,noise,10
val_Spatial_Reasoning_171_masking1,val_Spatial_Reasoning_171,The dog is far from the surfboard.,masking,5
val_Spatial_Reasoning_171_masking2,val_Spatial_Reasoning_171,The dog is far from the surfboard.,masking,10
val_Spatial_Reasoning_171_rotate1,val_Spatial_Reasoning_171,The dog is far from the surfboard.,rotate,6
val_Spatial_Reasoning_171_rotate2,val_Spatial_Reasoning_171,The dog is far from the surfboard.,rotate,4
val_Spatial_Reasoning_171_shift1,val_Spatial_Reasoning_171,The dog is far from the surfboard.,shift,6
val_Spatial_Reasoning_171_shift2,val_Spatial_Reasoning_171,The dog is far from the surfboard.,shift,4
val_Spatial_Reasoning_171_bw1,val_Spatial_Reasoning_171,The dog is far from the surfboard.,bw,NA
val_Spatial_Reasoning_171_bw2,val_Spatial_Reasoning_171,The dog is far from the surfboard.,bw,NA
val_Spatial_Reasoning_172_contrast1,val_Spatial_Reasoning_172,The laptop is on top of the bench.,contrast,8
val_Spatial_Reasoning_172_contrast2,val_Spatial_Reasoning_172,The laptop is on top of the bench.,contrast,6
val_Spatial_Reasoning_172_blur1,val_Spatial_Reasoning_172,The laptop is on top of the bench.,blur,8
val_Spatial_Reasoning_172_blur2,val_Spatial_Reasoning_172,The laptop is on top of the bench.,blur,6
val_Spatial_Reasoning_172_noise1,val_Spatial_Reasoning_172,The laptop is on top of the bench.,noise,7
val_Spatial_Reasoning_172_noise2,val_Spatial_Reasoning_172,The laptop is on top of the bench.,noise,8
val_Spatial_Reasoning_172_masking1,val_Spatial_Reasoning_172,The laptop is on top of the bench.,masking,7
val_Spatial_Reasoning_172_masking2,val_Spatial_Reasoning_172,The laptop is on top of the bench.,masking,8
val_Spatial_Reasoning_172_rotate1,val_Spatial_Reasoning_172,The laptop is on top of the bench.,rotate,8
val_Spatial_Reasoning_172_rotate2,val_Spatial_Reasoning_172,The laptop is on top of the bench.,rotate,6
val_Spatial_Reasoning_172_shift1,val_Spatial_Reasoning_172,The laptop is on top of the bench.,shift,8
val_Spatial_Reasoning_172_shift2,val_Spatial_Reasoning_172,The laptop is on top of the bench.,shift,6
val_Spatial_Reasoning_172_bw1,val_Spatial_Reasoning_172,The laptop is on top of the bench.,bw,NA
val_Spatial_Reasoning_172_bw2,val_Spatial_Reasoning_172,The laptop is on top of the bench.,bw,NA
val_Spatial_Reasoning_173_contrast1,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,contrast,6
val_Spatial_Reasoning_173_contrast2,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,contrast,8
val_Spatial_Reasoning_173_blur1,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,blur,6
val_Spatial_Reasoning_173_blur2,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,blur,8
val_Spatial_Reasoning_173_noise1,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,noise,10
val_Spatial_Reasoning_173_noise2,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,noise,5
val_Spatial_Reasoning_173_masking1,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,masking,10
val_Spatial_Reasoning_173_masking2,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,masking,5
val_Spatial_Reasoning_173_rotate1,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,rotate,6
val_Spatial_Reasoning_173_rotate2,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,rotate,8
val_Spatial_Reasoning_173_shift1,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,shift,6
val_Spatial_Reasoning_173_shift2,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,shift,8
val_Spatial_Reasoning_173_bw1,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,bw,NA
val_Spatial_Reasoning_173_bw2,val_Spatial_Reasoning_173,The refrigerator is right of the dog.,bw,NA
val_Spatial_Reasoning_174_contrast1,val_Spatial_Reasoning_174,The motorcycle is under the dog.,contrast,8
val_Spatial_Reasoning_174_contrast2,val_Spatial_Reasoning_174,The motorcycle is under the dog.,contrast,3
val_Spatial_Reasoning_174_blur1,val_Spatial_Reasoning_174,The motorcycle is under the dog.,blur,8
val_Spatial_Reasoning_174_blur2,val_Spatial_Reasoning_174,The motorcycle is under the dog.,blur,3
val_Spatial_Reasoning_174_noise1,val_Spatial_Reasoning_174,The motorcycle is under the dog.,noise,5
val_Spatial_Reasoning_174_noise2,val_Spatial_Reasoning_174,The motorcycle is under the dog.,noise,8
val_Spatial_Reasoning_174_masking1,val_Spatial_Reasoning_174,The motorcycle is under the dog.,masking,5
val_Spatial_Reasoning_174_masking2,val_Spatial_Reasoning_174,The motorcycle is under the dog.,masking,8
val_Spatial_Reasoning_174_rotate1,val_Spatial_Reasoning_174,The motorcycle is under the dog.,rotate,8
val_Spatial_Reasoning_174_rotate2,val_Spatial_Reasoning_174,The motorcycle is under the dog.,rotate,3
val_Spatial_Reasoning_174_shift1,val_Spatial_Reasoning_174,The motorcycle is under the dog.,shift,8
val_Spatial_Reasoning_174_shift2,val_Spatial_Reasoning_174,The motorcycle is under the dog.,shift,3
val_Spatial_Reasoning_174_bw1,val_Spatial_Reasoning_174,The motorcycle is under the dog.,bw,NA
val_Spatial_Reasoning_174_bw2,val_Spatial_Reasoning_174,The motorcycle is under the dog.,bw,NA
val_Spatial_Reasoning_175_contrast1,val_Spatial_Reasoning_175,The laptop is facing the chair.,contrast,8
val_Spatial_Reasoning_175_contrast2,val_Spatial_Reasoning_175,The laptop is facing the chair.,contrast,5
val_Spatial_Reasoning_175_blur1,val_Spatial_Reasoning_175,The laptop is facing the chair.,blur,8
val_Spatial_Reasoning_175_blur2,val_Spatial_Reasoning_175,The laptop is facing the chair.,blur,5
val_Spatial_Reasoning_175_noise1,val_Spatial_Reasoning_175,The laptop is facing the chair.,noise,5
val_Spatial_Reasoning_175_noise2,val_Spatial_Reasoning_175,The laptop is facing the chair.,noise,6
val_Spatial_Reasoning_175_masking1,val_Spatial_Reasoning_175,The laptop is facing the chair.,masking,5
val_Spatial_Reasoning_175_masking2,val_Spatial_Reasoning_175,The laptop is facing the chair.,masking,6
val_Spatial_Reasoning_175_rotate1,val_Spatial_Reasoning_175,The laptop is facing the chair.,rotate,8
val_Spatial_Reasoning_175_rotate2,val_Spatial_Reasoning_175,The laptop is facing the chair.,rotate,5
val_Spatial_Reasoning_175_shift1,val_Spatial_Reasoning_175,The laptop is facing the chair.,shift,8
val_Spatial_Reasoning_175_shift2,val_Spatial_Reasoning_175,The laptop is facing the chair.,shift,5
val_Spatial_Reasoning_175_bw1,val_Spatial_Reasoning_175,The laptop is facing the chair.,bw,NA
val_Spatial_Reasoning_175_bw2,val_Spatial_Reasoning_175,The laptop is facing the chair.,bw,NA
val_Spatial_Reasoning_176_contrast1,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,contrast,4
val_Spatial_Reasoning_176_contrast2,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,contrast,8
val_Spatial_Reasoning_176_blur1,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,blur,4
val_Spatial_Reasoning_176_blur2,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,blur,8
val_Spatial_Reasoning_176_noise1,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,noise,9
val_Spatial_Reasoning_176_noise2,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,noise,8
val_Spatial_Reasoning_176_masking1,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,masking,9
val_Spatial_Reasoning_176_masking2,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,masking,8
val_Spatial_Reasoning_176_rotate1,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,rotate,4
val_Spatial_Reasoning_176_rotate2,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,rotate,8
val_Spatial_Reasoning_176_shift1,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,shift,4
val_Spatial_Reasoning_176_shift2,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,shift,8
val_Spatial_Reasoning_176_bw1,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,bw,NA
val_Spatial_Reasoning_176_bw2,val_Spatial_Reasoning_176,The refrigerator is behind the dog.,bw,NA
val_Spatial_Reasoning_177_contrast1,val_Spatial_Reasoning_177,The refrigerator contains the dog.,contrast,4
val_Spatial_Reasoning_177_contrast2,val_Spatial_Reasoning_177,The refrigerator contains the dog.,contrast,6
val_Spatial_Reasoning_177_blur1,val_Spatial_Reasoning_177,The refrigerator contains the dog.,blur,4
val_Spatial_Reasoning_177_blur2,val_Spatial_Reasoning_177,The refrigerator contains the dog.,blur,6
val_Spatial_Reasoning_177_noise1,val_Spatial_Reasoning_177,The refrigerator contains the dog.,noise,6
val_Spatial_Reasoning_177_noise2,val_Spatial_Reasoning_177,The refrigerator contains the dog.,noise,7
val_Spatial_Reasoning_177_masking1,val_Spatial_Reasoning_177,The refrigerator contains the dog.,masking,6
val_Spatial_Reasoning_177_masking2,val_Spatial_Reasoning_177,The refrigerator contains the dog.,masking,7
val_Spatial_Reasoning_177_rotate1,val_Spatial_Reasoning_177,The refrigerator contains the dog.,rotate,4
val_Spatial_Reasoning_177_rotate2,val_Spatial_Reasoning_177,The refrigerator contains the dog.,rotate,6
val_Spatial_Reasoning_177_shift1,val_Spatial_Reasoning_177,The refrigerator contains the dog.,shift,4
val_Spatial_Reasoning_177_shift2,val_Spatial_Reasoning_177,The refrigerator contains the dog.,shift,6
val_Spatial_Reasoning_177_bw1,val_Spatial_Reasoning_177,The refrigerator contains the dog.,bw,NA
val_Spatial_Reasoning_177_bw2,val_Spatial_Reasoning_177,The refrigerator contains the dog.,bw,NA
val_Spatial_Reasoning_178_contrast1,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,contrast,6
val_Spatial_Reasoning_178_contrast2,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,contrast,4
val_Spatial_Reasoning_178_blur1,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,blur,6
val_Spatial_Reasoning_178_blur2,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,blur,4
val_Spatial_Reasoning_178_noise1,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,noise,5
val_Spatial_Reasoning_178_noise2,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,noise,8
val_Spatial_Reasoning_178_masking1,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,masking,5
val_Spatial_Reasoning_178_masking2,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,masking,8
val_Spatial_Reasoning_178_rotate1,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,rotate,6
val_Spatial_Reasoning_178_rotate2,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,rotate,4
val_Spatial_Reasoning_178_shift1,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,shift,6
val_Spatial_Reasoning_178_shift2,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,shift,4
val_Spatial_Reasoning_178_bw1,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,bw,NA
val_Spatial_Reasoning_178_bw2,val_Spatial_Reasoning_178,The chair is at the right side of the laptop.,bw,NA
val_Spatial_Reasoning_179_contrast1,val_Spatial_Reasoning_179,The bench is below the laptop.,contrast,7
val_Spatial_Reasoning_179_contrast2,val_Spatial_Reasoning_179,The bench is below the laptop.,contrast,3
val_Spatial_Reasoning_179_blur1,val_Spatial_Reasoning_179,The bench is below the laptop.,blur,7
val_Spatial_Reasoning_179_blur2,val_Spatial_Reasoning_179,The bench is below the laptop.,blur,3
val_Spatial_Reasoning_179_noise1,val_Spatial_Reasoning_179,The bench is below the laptop.,noise,5
val_Spatial_Reasoning_179_noise2,val_Spatial_Reasoning_179,The bench is below the laptop.,noise,9
val_Spatial_Reasoning_179_masking1,val_Spatial_Reasoning_179,The bench is below the laptop.,masking,5
val_Spatial_Reasoning_179_masking2,val_Spatial_Reasoning_179,The bench is below the laptop.,masking,9
val_Spatial_Reasoning_179_rotate1,val_Spatial_Reasoning_179,The bench is below the laptop.,rotate,7
val_Spatial_Reasoning_179_rotate2,val_Spatial_Reasoning_179,The bench is below the laptop.,rotate,3
val_Spatial_Reasoning_179_shift1,val_Spatial_Reasoning_179,The bench is below the laptop.,shift,7
val_Spatial_Reasoning_179_shift2,val_Spatial_Reasoning_179,The bench is below the laptop.,shift,3
val_Spatial_Reasoning_179_bw1,val_Spatial_Reasoning_179,The bench is below the laptop.,bw,NA
val_Spatial_Reasoning_179_bw2,val_Spatial_Reasoning_179,The bench is below the laptop.,bw,NA
val_Spatial_Reasoning_180_contrast1,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,contrast,3
val_Spatial_Reasoning_180_contrast2,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,contrast,8
val_Spatial_Reasoning_180_blur1,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,blur,3
val_Spatial_Reasoning_180_blur2,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,blur,8
val_Spatial_Reasoning_180_noise1,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,noise,6
val_Spatial_Reasoning_180_noise2,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,noise,10
val_Spatial_Reasoning_180_masking1,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,masking,6
val_Spatial_Reasoning_180_masking2,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,masking,10
val_Spatial_Reasoning_180_rotate1,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,rotate,3
val_Spatial_Reasoning_180_rotate2,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,rotate,8
val_Spatial_Reasoning_180_shift1,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,shift,3
val_Spatial_Reasoning_180_shift2,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,shift,8
val_Spatial_Reasoning_180_bw1,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,bw,NA
val_Spatial_Reasoning_180_bw2,val_Spatial_Reasoning_180,The bench is at the right side of the refrigerator.,bw,NA
val_Spatial_Reasoning_181_contrast1,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,contrast,6
val_Spatial_Reasoning_181_contrast2,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,contrast,8
val_Spatial_Reasoning_181_blur1,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,blur,6
val_Spatial_Reasoning_181_blur2,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,blur,8
val_Spatial_Reasoning_181_noise1,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,noise,8
val_Spatial_Reasoning_181_noise2,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,noise,6
val_Spatial_Reasoning_181_masking1,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,masking,8
val_Spatial_Reasoning_181_masking2,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,masking,6
val_Spatial_Reasoning_181_rotate1,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,rotate,6
val_Spatial_Reasoning_181_rotate2,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,rotate,8
val_Spatial_Reasoning_181_shift1,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,shift,6
val_Spatial_Reasoning_181_shift2,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,shift,8
val_Spatial_Reasoning_181_bw1,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,bw,NA
val_Spatial_Reasoning_181_bw2,val_Spatial_Reasoning_181,The motorcycle is at the left side of the dog.,bw,NA
val_Spatial_Reasoning_182_contrast1,val_Spatial_Reasoning_182,The dog is on the motorcycle.,contrast,6
val_Spatial_Reasoning_182_contrast2,val_Spatial_Reasoning_182,The dog is on the motorcycle.,contrast,3
val_Spatial_Reasoning_182_blur1,val_Spatial_Reasoning_182,The dog is on the motorcycle.,blur,6
val_Spatial_Reasoning_182_blur2,val_Spatial_Reasoning_182,The dog is on the motorcycle.,blur,3
val_Spatial_Reasoning_182_noise1,val_Spatial_Reasoning_182,The dog is on the motorcycle.,noise,6
val_Spatial_Reasoning_182_noise2,val_Spatial_Reasoning_182,The dog is on the motorcycle.,noise,8
val_Spatial_Reasoning_182_masking1,val_Spatial_Reasoning_182,The dog is on the motorcycle.,masking,6
val_Spatial_Reasoning_182_masking2,val_Spatial_Reasoning_182,The dog is on the motorcycle.,masking,8
val_Spatial_Reasoning_182_rotate1,val_Spatial_Reasoning_182,The dog is on the motorcycle.,rotate,6
val_Spatial_Reasoning_182_rotate2,val_Spatial_Reasoning_182,The dog is on the motorcycle.,rotate,3
val_Spatial_Reasoning_182_shift1,val_Spatial_Reasoning_182,The dog is on the motorcycle.,shift,6
val_Spatial_Reasoning_182_shift2,val_Spatial_Reasoning_182,The dog is on the motorcycle.,shift,3
val_Spatial_Reasoning_182_bw1,val_Spatial_Reasoning_182,The dog is on the motorcycle.,bw,NA
val_Spatial_Reasoning_182_bw2,val_Spatial_Reasoning_182,The dog is on the motorcycle.,bw,NA
val_Spatial_Reasoning_183_contrast1,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,contrast,3
val_Spatial_Reasoning_183_contrast2,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,contrast,6
val_Spatial_Reasoning_183_blur1,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,blur,3
val_Spatial_Reasoning_183_blur2,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,blur,6
val_Spatial_Reasoning_183_noise1,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,noise,7
val_Spatial_Reasoning_183_noise2,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,noise,8
val_Spatial_Reasoning_183_masking1,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,masking,7
val_Spatial_Reasoning_183_masking2,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,masking,8
val_Spatial_Reasoning_183_rotate1,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,rotate,3
val_Spatial_Reasoning_183_rotate2,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,rotate,6
val_Spatial_Reasoning_183_shift1,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,shift,3
val_Spatial_Reasoning_183_shift2,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,shift,6
val_Spatial_Reasoning_183_bw1,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,bw,NA
val_Spatial_Reasoning_183_bw2,val_Spatial_Reasoning_183,The zebra is perpendicular to the horse.,bw,NA
val_Spatial_Reasoning_184_contrast1,val_Spatial_Reasoning_184,The laptop is facing the chair.,contrast,5
val_Spatial_Reasoning_184_contrast2,val_Spatial_Reasoning_184,The laptop is facing the chair.,contrast,6
val_Spatial_Reasoning_184_blur1,val_Spatial_Reasoning_184,The laptop is facing the chair.,blur,5
val_Spatial_Reasoning_184_blur2,val_Spatial_Reasoning_184,The laptop is facing the chair.,blur,6
val_Spatial_Reasoning_184_noise1,val_Spatial_Reasoning_184,The laptop is facing the chair.,noise,10
val_Spatial_Reasoning_184_noise2,val_Spatial_Reasoning_184,The laptop is facing the chair.,noise,9
val_Spatial_Reasoning_184_masking1,val_Spatial_Reasoning_184,The laptop is facing the chair.,masking,10
val_Spatial_Reasoning_184_masking2,val_Spatial_Reasoning_184,The laptop is facing the chair.,masking,9
val_Spatial_Reasoning_184_rotate1,val_Spatial_Reasoning_184,The laptop is facing the chair.,rotate,5
val_Spatial_Reasoning_184_rotate2,val_Spatial_Reasoning_184,The laptop is facing the chair.,rotate,6
val_Spatial_Reasoning_184_shift1,val_Spatial_Reasoning_184,The laptop is facing the chair.,shift,5
val_Spatial_Reasoning_184_shift2,val_Spatial_Reasoning_184,The laptop is facing the chair.,shift,6
val_Spatial_Reasoning_184_bw1,val_Spatial_Reasoning_184,The laptop is facing the chair.,bw,NA
val_Spatial_Reasoning_184_bw2,val_Spatial_Reasoning_184,The laptop is facing the chair.,bw,NA
val_Spatial_Reasoning_185_contrast1,val_Spatial_Reasoning_185,The dog is under the chair.,contrast,8
val_Spatial_Reasoning_185_contrast2,val_Spatial_Reasoning_185,The dog is under the chair.,contrast,6
val_Spatial_Reasoning_185_blur1,val_Spatial_Reasoning_185,The dog is under the chair.,blur,8
val_Spatial_Reasoning_185_blur2,val_Spatial_Reasoning_185,The dog is under the chair.,blur,6
val_Spatial_Reasoning_185_noise1,val_Spatial_Reasoning_185,The dog is under the chair.,noise,6
val_Spatial_Reasoning_185_noise2,val_Spatial_Reasoning_185,The dog is under the chair.,noise,10
val_Spatial_Reasoning_185_masking1,val_Spatial_Reasoning_185,The dog is under the chair.,masking,6
val_Spatial_Reasoning_185_masking2,val_Spatial_Reasoning_185,The dog is under the chair.,masking,10
val_Spatial_Reasoning_185_rotate1,val_Spatial_Reasoning_185,The dog is under the chair.,rotate,8
val_Spatial_Reasoning_185_rotate2,val_Spatial_Reasoning_185,The dog is under the chair.,rotate,6
val_Spatial_Reasoning_185_shift1,val_Spatial_Reasoning_185,The dog is under the chair.,shift,8
val_Spatial_Reasoning_185_shift2,val_Spatial_Reasoning_185,The dog is under the chair.,shift,6
val_Spatial_Reasoning_185_bw1,val_Spatial_Reasoning_185,The dog is under the chair.,bw,NA
val_Spatial_Reasoning_185_bw2,val_Spatial_Reasoning_185,The dog is under the chair.,bw,NA
val_Spatial_Reasoning_186_contrast1,val_Spatial_Reasoning_186,The dog is on the motorcycle.,contrast,5
val_Spatial_Reasoning_186_contrast2,val_Spatial_Reasoning_186,The dog is on the motorcycle.,contrast,4
val_Spatial_Reasoning_186_blur1,val_Spatial_Reasoning_186,The dog is on the motorcycle.,blur,5
val_Spatial_Reasoning_186_blur2,val_Spatial_Reasoning_186,The dog is on the motorcycle.,blur,4
val_Spatial_Reasoning_186_noise1,val_Spatial_Reasoning_186,The dog is on the motorcycle.,noise,5
val_Spatial_Reasoning_186_noise2,val_Spatial_Reasoning_186,The dog is on the motorcycle.,noise,9
val_Spatial_Reasoning_186_masking1,val_Spatial_Reasoning_186,The dog is on the motorcycle.,masking,5
val_Spatial_Reasoning_186_masking2,val_Spatial_Reasoning_186,The dog is on the motorcycle.,masking,9
val_Spatial_Reasoning_186_rotate1,val_Spatial_Reasoning_186,The dog is on the motorcycle.,rotate,5
val_Spatial_Reasoning_186_rotate2,val_Spatial_Reasoning_186,The dog is on the motorcycle.,rotate,4
val_Spatial_Reasoning_186_shift1,val_Spatial_Reasoning_186,The dog is on the motorcycle.,shift,5
val_Spatial_Reasoning_186_shift2,val_Spatial_Reasoning_186,The dog is on the motorcycle.,shift,4
val_Spatial_Reasoning_186_bw1,val_Spatial_Reasoning_186,The dog is on the motorcycle.,bw,NA
val_Spatial_Reasoning_186_bw2,val_Spatial_Reasoning_186,The dog is on the motorcycle.,bw,NA
val_Spatial_Reasoning_187_contrast1,val_Spatial_Reasoning_187,The laptop is at the left side of the dog.,contrast,8
val_Spatial_Reasoning_187_contrast2,val_Spatial_Reasoning_187,The laptop is at the left side of the dog.,contrast,7
val_Spatial_Reasoning_187_blur1,val_Spatial_Reasoning_187,The laptop is at the left side of the dog.,blur,8
val_Spatial_Reasoning_187_blur2,val_Spatial_Reasoning_187,The laptop is at the left side of the dog.,blur,7
val_Spatial_Reasoning_187_noise1,val_Spatial_Reasoning_187,The laptop is at the left side of the dog.,noise,5
val_Spatial_Reasoning_187_noise2,val_Spatial_Reasoning_187,The laptop is at the left side of the dog.,noise,7
val_Spatial_Reasoning_187_masking1,val_Spatial_Reasoning_187,The laptop is at the left side of the dog.,masking,5
val_Spatial_Reasoning_187_masking2,val_Spatial_Reasoning_187,The laptop is at the left side of the dog.,masking,7
val_Spatial_Reasoning_187_rotate1,val_Spatial_Reasoning_187,The laptop is at the left side of the dog.,rotate,8
val_Spatial_Reasoning_187_rotate2,val_Spatial_Reasoning_187,The laptop is at the left side of the dog.,rotate,7
val_Spatial_Reasoning_187_shift1,val_Spatial_Reasoning_187,The laptop is at the left side of the dog.,shift,8
