idx,orig_idx,question,transformation_type,intensity
val_Spatial_Relation_108_noise2,val_Spatial_Relation_108,Is the dining table touching the cat?,noise,5
val_Spatial_Relation_108_masking1,val_Spatial_Relation_108,Is the dining table touching the cat?,masking,10
val_Spatial_Relation_108_masking2,val_Spatial_Relation_108,Is the dining table touching the cat?,masking,5
val_Spatial_Relation_108_rotate1,val_Spatial_Relation_108,Is the dining table touching the cat?,rotate,8
val_Spatial_Relation_108_rotate2,val_Spatial_Relation_108,Is the dining table touching the cat?,rotate,4
val_Spatial_Relation_108_shift1,val_Spatial_Relation_108,Is the dining table touching the cat?,shift,8
val_Spatial_Relation_108_shift2,val_Spatial_Relation_108,Is the dining table touching the cat?,shift,4
val_Spatial_Relation_108_bw1,val_Spatial_Relation_108,Is the dining table touching the cat?,bw,NA
val_Spatial_Relation_108_bw2,val_Spatial_Relation_108,Is the dining table touching the cat?,bw,NA
val_Spatial_Relation_109_contrast1,val_Spatial_Relation_109,Is the sandwich touching the person?,contrast,5
val_Spatial_Relation_109_contrast2,val_Spatial_Relation_109,Is the sandwich touching the person?,contrast,7
val_Spatial_Relation_109_blur1,val_Spatial_Relation_109,Is the sandwich touching the person?,blur,5
val_Spatial_Relation_109_blur2,val_Spatial_Relation_109,Is the sandwich touching the person?,blur,7
val_Spatial_Relation_109_noise1,val_Spatial_Relation_109,Is the sandwich touching the person?,noise,8
val_Spatial_Relation_109_noise2,val_Spatial_Relation_109,Is the sandwich touching the person?,noise,9
val_Spatial_Relation_109_masking1,val_Spatial_Relation_109,Is the sandwich touching the person?,masking,8
val_Spatial_Relation_109_masking2,val_Spatial_Relation_109,Is the sandwich touching the person?,masking,9
val_Spatial_Relation_109_rotate1,val_Spatial_Relation_109,Is the sandwich touching the person?,rotate,5
val_Spatial_Relation_109_rotate2,val_Spatial_Relation_109,Is the sandwich touching the person?,rotate,7
val_Spatial_Relation_109_shift1,val_Spatial_Relation_109,Is the sandwich touching the person?,shift,5
val_Spatial_Relation_109_shift2,val_Spatial_Relation_109,Is the sandwich touching the person?,shift,7
val_Spatial_Relation_109_bw1,val_Spatial_Relation_109,Is the sandwich touching the person?,bw,NA
val_Spatial_Relation_109_bw2,val_Spatial_Relation_109,Is the sandwich touching the person?,bw,NA
val_Spatial_Relation_110_contrast1,val_Spatial_Relation_110,Is the boat on the tv?,contrast,8
val_Spatial_Relation_110_contrast2,val_Spatial_Relation_110,Is the boat on the tv?,contrast,4
val_Spatial_Relation_110_blur1,val_Spatial_Relation_110,Is the boat on the tv?,blur,8
val_Spatial_Relation_110_blur2,val_Spatial_Relation_110,Is the boat on the tv?,blur,4
val_Spatial_Relation_110_noise1,val_Spatial_Relation_110,Is the boat on the tv?,noise,6
val_Spatial_Relation_110_noise2,val_Spatial_Relation_110,Is the boat on the tv?,noise,10
val_Spatial_Relation_110_masking1,val_Spatial_Relation_110,Is the boat on the tv?,masking,6
val_Spatial_Relation_110_masking2,val_Spatial_Relation_110,Is the boat on the tv?,masking,10
val_Spatial_Relation_110_rotate1,val_Spatial_Relation_110,Is the boat on the tv?,rotate,8
val_Spatial_Relation_110_rotate2,val_Spatial_Relation_110,Is the boat on the tv?,rotate,4
val_Spatial_Relation_110_shift1,val_Spatial_Relation_110,Is the boat on the tv?,shift,8
val_Spatial_Relation_110_shift2,val_Spatial_Relation_110,Is the boat on the tv?,shift,4
val_Spatial_Relation_110_bw1,val_Spatial_Relation_110,Is the boat on the tv?,bw,NA
val_Spatial_Relation_110_bw2,val_Spatial_Relation_110,Is the boat on the tv?,bw,NA
val_Spatial_Relation_111_contrast1,val_Spatial_Relation_111,Is the dining table at the right side of the person?,contrast,4
val_Spatial_Relation_111_contrast2,val_Spatial_Relation_111,Is the dining table at the right side of the person?,contrast,6
val_Spatial_Relation_111_blur1,val_Spatial_Relation_111,Is the dining table at the right side of the person?,blur,4
val_Spatial_Relation_111_blur2,val_Spatial_Relation_111,Is the dining table at the right side of the person?,blur,6
val_Spatial_Relation_111_noise1,val_Spatial_Relation_111,Is the dining table at the right side of the person?,noise,5
val_Spatial_Relation_111_noise2,val_Spatial_Relation_111,Is the dining table at the right side of the person?,noise,6
val_Spatial_Relation_111_masking1,val_Spatial_Relation_111,Is the dining table at the right side of the person?,masking,5
val_Spatial_Relation_111_masking2,val_Spatial_Relation_111,Is the dining table at the right side of the person?,masking,6
val_Spatial_Relation_111_rotate1,val_Spatial_Relation_111,Is the dining table at the right side of the person?,rotate,4
val_Spatial_Relation_111_rotate2,val_Spatial_Relation_111,Is the dining table at the right side of the person?,rotate,6
val_Spatial_Relation_111_shift1,val_Spatial_Relation_111,Is the dining table at the right side of the person?,shift,4
val_Spatial_Relation_111_shift2,val_Spatial_Relation_111,Is the dining table at the right side of the person?,shift,6
val_Spatial_Relation_111_bw1,val_Spatial_Relation_111,Is the dining table at the right side of the person?,bw,NA
val_Spatial_Relation_111_bw2,val_Spatial_Relation_111,Is the dining table at the right side of the person?,bw,NA
val_Spatial_Relation_112_contrast1,val_Spatial_Relation_112,Is the bed under the suitcase?,contrast,8
val_Spatial_Relation_112_contrast2,val_Spatial_Relation_112,Is the bed under the suitcase?,contrast,5
val_Spatial_Relation_112_blur1,val_Spatial_Relation_112,Is the bed under the suitcase?,blur,8
val_Spatial_Relation_112_blur2,val_Spatial_Relation_112,Is the bed under the suitcase?,blur,5
val_Spatial_Relation_112_noise1,val_Spatial_Relation_112,Is the bed under the suitcase?,noise,8
val_Spatial_Relation_112_noise2,val_Spatial_Relation_112,Is the bed under the suitcase?,noise,6
val_Spatial_Relation_112_masking1,val_Spatial_Relation_112,Is the bed under the suitcase?,masking,8
val_Spatial_Relation_112_masking2,val_Spatial_Relation_112,Is the bed under the suitcase?,masking,6
val_Spatial_Relation_112_rotate1,val_Spatial_Relation_112,Is the bed under the suitcase?,rotate,8
val_Spatial_Relation_112_rotate2,val_Spatial_Relation_112,Is the bed under the suitcase?,rotate,5
val_Spatial_Relation_112_shift1,val_Spatial_Relation_112,Is the bed under the suitcase?,shift,8
val_Spatial_Relation_112_shift2,val_Spatial_Relation_112,Is the bed under the suitcase?,shift,5
val_Spatial_Relation_112_bw1,val_Spatial_Relation_112,Is the bed under the suitcase?,bw,NA
val_Spatial_Relation_112_bw2,val_Spatial_Relation_112,Is the bed under the suitcase?,bw,NA
val_Spatial_Relation_113_contrast1,val_Spatial_Relation_113,Is the dining table touching the donut?,contrast,5
val_Spatial_Relation_113_contrast2,val_Spatial_Relation_113,Is the dining table touching the donut?,contrast,4
val_Spatial_Relation_113_blur1,val_Spatial_Relation_113,Is the dining table touching the donut?,blur,5
val_Spatial_Relation_113_blur2,val_Spatial_Relation_113,Is the dining table touching the donut?,blur,4
val_Spatial_Relation_113_noise1,val_Spatial_Relation_113,Is the dining table touching the donut?,noise,10
val_Spatial_Relation_113_noise2,val_Spatial_Relation_113,Is the dining table touching the donut?,noise,5
val_Spatial_Relation_113_masking1,val_Spatial_Relation_113,Is the dining table touching the donut?,masking,10
val_Spatial_Relation_113_masking2,val_Spatial_Relation_113,Is the dining table touching the donut?,masking,5
val_Spatial_Relation_113_rotate1,val_Spatial_Relation_113,Is the dining table touching the donut?,rotate,5
val_Spatial_Relation_113_rotate2,val_Spatial_Relation_113,Is the dining table touching the donut?,rotate,4
val_Spatial_Relation_113_shift1,val_Spatial_Relation_113,Is the dining table touching the donut?,shift,5
val_Spatial_Relation_113_shift2,val_Spatial_Relation_113,Is the dining table touching the donut?,shift,4
val_Spatial_Relation_113_bw1,val_Spatial_Relation_113,Is the dining table touching the donut?,bw,NA
val_Spatial_Relation_113_bw2,val_Spatial_Relation_113,Is the dining table touching the donut?,bw,NA
val_Spatial_Relation_114_contrast1,val_Spatial_Relation_114,Is the teddy bear under the dog?,contrast,6
val_Spatial_Relation_114_contrast2,val_Spatial_Relation_114,Is the teddy bear under the dog?,contrast,3
val_Spatial_Relation_114_blur1,val_Spatial_Relation_114,Is the teddy bear under the dog?,blur,6
val_Spatial_Relation_114_blur2,val_Spatial_Relation_114,Is the teddy bear under the dog?,blur,3
val_Spatial_Relation_114_noise1,val_Spatial_Relation_114,Is the teddy bear under the dog?,noise,8
val_Spatial_Relation_114_noise2,val_Spatial_Relation_114,Is the teddy bear under the dog?,noise,6
val_Spatial_Relation_114_masking1,val_Spatial_Relation_114,Is the teddy bear under the dog?,masking,8
val_Spatial_Relation_114_masking2,val_Spatial_Relation_114,Is the teddy bear under the dog?,masking,6
val_Spatial_Relation_114_rotate1,val_Spatial_Relation_114,Is the teddy bear under the dog?,rotate,6
val_Spatial_Relation_114_rotate2,val_Spatial_Relation_114,Is the teddy bear under the dog?,rotate,3
val_Spatial_Relation_114_shift1,val_Spatial_Relation_114,Is the teddy bear under the dog?,shift,6
val_Spatial_Relation_114_shift2,val_Spatial_Relation_114,Is the teddy bear under the dog?,shift,3
val_Spatial_Relation_114_bw1,val_Spatial_Relation_114,Is the teddy bear under the dog?,bw,NA
val_Spatial_Relation_114_bw2,val_Spatial_Relation_114,Is the teddy bear under the dog?,bw,NA
val_Spatial_Relation_115_contrast1,val_Spatial_Relation_115,Is the chair under the horse?,contrast,4
val_Spatial_Relation_115_contrast2,val_Spatial_Relation_115,Is the chair under the horse?,contrast,6
val_Spatial_Relation_115_blur1,val_Spatial_Relation_115,Is the chair under the horse?,blur,4
val_Spatial_Relation_115_blur2,val_Spatial_Relation_115,Is the chair under the horse?,blur,6
val_Spatial_Relation_115_noise1,val_Spatial_Relation_115,Is the chair under the horse?,noise,7
val_Spatial_Relation_115_noise2,val_Spatial_Relation_115,Is the chair under the horse?,noise,10
val_Spatial_Relation_115_masking1,val_Spatial_Relation_115,Is the chair under the horse?,masking,7
val_Spatial_Relation_115_masking2,val_Spatial_Relation_115,Is the chair under the horse?,masking,10
val_Spatial_Relation_115_rotate1,val_Spatial_Relation_115,Is the chair under the horse?,rotate,4
val_Spatial_Relation_115_rotate2,val_Spatial_Relation_115,Is the chair under the horse?,rotate,6
val_Spatial_Relation_115_shift1,val_Spatial_Relation_115,Is the chair under the horse?,shift,4
val_Spatial_Relation_115_shift2,val_Spatial_Relation_115,Is the chair under the horse?,shift,6
val_Spatial_Relation_115_bw1,val_Spatial_Relation_115,Is the chair under the horse?,bw,NA
val_Spatial_Relation_115_bw2,val_Spatial_Relation_115,Is the chair under the horse?,bw,NA
val_Spatial_Relation_116_contrast1,val_Spatial_Relation_116,Is the person below the hair drier?,contrast,4
val_Spatial_Relation_116_contrast2,val_Spatial_Relation_116,Is the person below the hair drier?,contrast,8
val_Spatial_Relation_116_blur1,val_Spatial_Relation_116,Is the person below the hair drier?,blur,4
val_Spatial_Relation_116_blur2,val_Spatial_Relation_116,Is the person below the hair drier?,blur,8
val_Spatial_Relation_116_noise1,val_Spatial_Relation_116,Is the person below the hair drier?,noise,5
val_Spatial_Relation_116_noise2,val_Spatial_Relation_116,Is the person below the hair drier?,noise,6
val_Spatial_Relation_116_masking1,val_Spatial_Relation_116,Is the person below the hair drier?,masking,5
val_Spatial_Relation_116_masking2,val_Spatial_Relation_116,Is the person below the hair drier?,masking,6
val_Spatial_Relation_116_rotate1,val_Spatial_Relation_116,Is the person below the hair drier?,rotate,4
val_Spatial_Relation_116_rotate2,val_Spatial_Relation_116,Is the person below the hair drier?,rotate,8
val_Spatial_Relation_116_shift1,val_Spatial_Relation_116,Is the person below the hair drier?,shift,4
val_Spatial_Relation_116_shift2,val_Spatial_Relation_116,Is the person below the hair drier?,shift,8
val_Spatial_Relation_116_bw1,val_Spatial_Relation_116,Is the person below the hair drier?,bw,NA
val_Spatial_Relation_116_bw2,val_Spatial_Relation_116,Is the person below the hair drier?,bw,NA
val_Spatial_Relation_117_contrast1,val_Spatial_Relation_117,Is the refrigerator far from the cat?,contrast,6
val_Spatial_Relation_117_contrast2,val_Spatial_Relation_117,Is the refrigerator far from the cat?,contrast,5
val_Spatial_Relation_117_blur1,val_Spatial_Relation_117,Is the refrigerator far from the cat?,blur,6
val_Spatial_Relation_117_blur2,val_Spatial_Relation_117,Is the refrigerator far from the cat?,blur,5
val_Spatial_Relation_117_noise1,val_Spatial_Relation_117,Is the refrigerator far from the cat?,noise,7
val_Spatial_Relation_117_noise2,val_Spatial_Relation_117,Is the refrigerator far from the cat?,noise,5
val_Spatial_Relation_117_masking1,val_Spatial_Relation_117,Is the refrigerator far from the cat?,masking,7
val_Spatial_Relation_117_masking2,val_Spatial_Relation_117,Is the refrigerator far from the cat?,masking,5
val_Spatial_Relation_117_rotate1,val_Spatial_Relation_117,Is the refrigerator far from the cat?,rotate,6
val_Spatial_Relation_117_rotate2,val_Spatial_Relation_117,Is the refrigerator far from the cat?,rotate,5
val_Spatial_Relation_117_shift1,val_Spatial_Relation_117,Is the refrigerator far from the cat?,shift,6
val_Spatial_Relation_117_shift2,val_Spatial_Relation_117,Is the refrigerator far from the cat?,shift,5
val_Spatial_Relation_117_bw1,val_Spatial_Relation_117,Is the refrigerator far from the cat?,bw,NA
val_Spatial_Relation_117_bw2,val_Spatial_Relation_117,Is the refrigerator far from the cat?,bw,NA
val_Spatial_Relation_118_contrast1,val_Spatial_Relation_118,Is the dog on the left side of the car?,contrast,5
val_Spatial_Relation_118_contrast2,val_Spatial_Relation_118,Is the dog on the left side of the car?,contrast,8
val_Spatial_Relation_118_blur1,val_Spatial_Relation_118,Is the dog on the left side of the car?,blur,5
val_Spatial_Relation_118_blur2,val_Spatial_Relation_118,Is the dog on the left side of the car?,blur,8
val_Spatial_Relation_118_noise1,val_Spatial_Relation_118,Is the dog on the left side of the car?,noise,10
val_Spatial_Relation_118_noise2,val_Spatial_Relation_118,Is the dog on the left side of the car?,noise,9
val_Spatial_Relation_118_masking1,val_Spatial_Relation_118,Is the dog on the left side of the car?,masking,10
val_Spatial_Relation_118_masking2,val_Spatial_Relation_118,Is the dog on the left side of the car?,masking,9
val_Spatial_Relation_118_rotate1,val_Spatial_Relation_118,Is the dog on the left side of the car?,rotate,5
val_Spatial_Relation_118_rotate2,val_Spatial_Relation_118,Is the dog on the left side of the car?,rotate,8
val_Spatial_Relation_118_shift1,val_Spatial_Relation_118,Is the dog on the left side of the car?,shift,5
val_Spatial_Relation_118_shift2,val_Spatial_Relation_118,Is the dog on the left side of the car?,shift,8
val_Spatial_Relation_118_bw1,val_Spatial_Relation_118,Is the dog on the left side of the car?,bw,NA
val_Spatial_Relation_118_bw2,val_Spatial_Relation_118,Is the dog on the left side of the car?,bw,NA
val_Spatial_Relation_119_contrast1,val_Spatial_Relation_119,Is the cat facing the keyboard?,contrast,6
val_Spatial_Relation_119_contrast2,val_Spatial_Relation_119,Is the cat facing the keyboard?,contrast,7
val_Spatial_Relation_119_blur1,val_Spatial_Relation_119,Is the cat facing the keyboard?,blur,6
val_Spatial_Relation_119_blur2,val_Spatial_Relation_119,Is the cat facing the keyboard?,blur,7
val_Spatial_Relation_119_noise1,val_Spatial_Relation_119,Is the cat facing the keyboard?,noise,7
val_Spatial_Relation_119_noise2,val_Spatial_Relation_119,Is the cat facing the keyboard?,noise,5
val_Spatial_Relation_119_masking1,val_Spatial_Relation_119,Is the cat facing the keyboard?,masking,7
val_Spatial_Relation_119_masking2,val_Spatial_Relation_119,Is the cat facing the keyboard?,masking,5
val_Spatial_Relation_119_rotate1,val_Spatial_Relation_119,Is the cat facing the keyboard?,rotate,6
val_Spatial_Relation_119_rotate2,val_Spatial_Relation_119,Is the cat facing the keyboard?,rotate,7
val_Spatial_Relation_119_shift1,val_Spatial_Relation_119,Is the cat facing the keyboard?,shift,6
val_Spatial_Relation_119_shift2,val_Spatial_Relation_119,Is the cat facing the keyboard?,shift,7
val_Spatial_Relation_119_bw1,val_Spatial_Relation_119,Is the cat facing the keyboard?,bw,NA
val_Spatial_Relation_119_bw2,val_Spatial_Relation_119,Is the cat facing the keyboard?,bw,NA
val_Spatial_Relation_120_contrast1,val_Spatial_Relation_120,Is the bed touching the book?,contrast,3
val_Spatial_Relation_120_contrast2,val_Spatial_Relation_120,Is the bed touching the book?,contrast,5
val_Spatial_Relation_120_blur1,val_Spatial_Relation_120,Is the bed touching the book?,blur,3
val_Spatial_Relation_120_blur2,val_Spatial_Relation_120,Is the bed touching the book?,blur,5
val_Spatial_Relation_120_noise1,val_Spatial_Relation_120,Is the bed touching the book?,noise,6
val_Spatial_Relation_120_noise2,val_Spatial_Relation_120,Is the bed touching the book?,noise,9
val_Spatial_Relation_120_masking1,val_Spatial_Relation_120,Is the bed touching the book?,masking,6
val_Spatial_Relation_120_masking2,val_Spatial_Relation_120,Is the bed touching the book?,masking,9
val_Spatial_Relation_120_rotate1,val_Spatial_Relation_120,Is the bed touching the book?,rotate,3
val_Spatial_Relation_120_rotate2,val_Spatial_Relation_120,Is the bed touching the book?,rotate,5
val_Spatial_Relation_120_shift1,val_Spatial_Relation_120,Is the bed touching the book?,shift,3
val_Spatial_Relation_120_shift2,val_Spatial_Relation_120,Is the bed touching the book?,shift,5
val_Spatial_Relation_120_bw1,val_Spatial_Relation_120,Is the bed touching the book?,bw,NA
val_Spatial_Relation_120_bw2,val_Spatial_Relation_120,Is the bed touching the book?,bw,NA
val_Spatial_Relation_121_contrast1,val_Spatial_Relation_121,Is the dining table away from the potted plant?,contrast,5
val_Spatial_Relation_121_contrast2,val_Spatial_Relation_121,Is the dining table away from the potted plant?,contrast,3
val_Spatial_Relation_121_blur1,val_Spatial_Relation_121,Is the dining table away from the potted plant?,blur,5
val_Spatial_Relation_121_blur2,val_Spatial_Relation_121,Is the dining table away from the potted plant?,blur,3
val_Spatial_Relation_121_noise1,val_Spatial_Relation_121,Is the dining table away from the potted plant?,noise,5
val_Spatial_Relation_121_noise2,val_Spatial_Relation_121,Is the dining table away from the potted plant?,noise,9
val_Spatial_Relation_121_masking1,val_Spatial_Relation_121,Is the dining table away from the potted plant?,masking,5
val_Spatial_Relation_121_masking2,val_Spatial_Relation_121,Is the dining table away from the potted plant?,masking,9
val_Spatial_Relation_121_rotate1,val_Spatial_Relation_121,Is the dining table away from the potted plant?,rotate,5
val_Spatial_Relation_121_rotate2,val_Spatial_Relation_121,Is the dining table away from the potted plant?,rotate,3
val_Spatial_Relation_121_shift1,val_Spatial_Relation_121,Is the dining table away from the potted plant?,shift,5
val_Spatial_Relation_121_shift2,val_Spatial_Relation_121,Is the dining table away from the potted plant?,shift,3
val_Spatial_Relation_121_bw1,val_Spatial_Relation_121,Is the dining table away from the potted plant?,bw,NA
val_Spatial_Relation_121_bw2,val_Spatial_Relation_121,Is the dining table away from the potted plant?,bw,NA
val_Spatial_Relation_122_contrast1,val_Spatial_Relation_122,Is the bench at the left side of the cat?,contrast,6
val_Spatial_Relation_122_contrast2,val_Spatial_Relation_122,Is the bench at the left side of the cat?,contrast,5
val_Spatial_Relation_122_blur1,val_Spatial_Relation_122,Is the bench at the left side of the cat?,blur,6
val_Spatial_Relation_122_blur2,val_Spatial_Relation_122,Is the bench at the left side of the cat?,blur,5
val_Spatial_Relation_122_noise1,val_Spatial_Relation_122,Is the bench at the left side of the cat?,noise,10
val_Spatial_Relation_122_noise2,val_Spatial_Relation_122,Is the bench at the left side of the cat?,noise,7
val_Spatial_Relation_122_masking1,val_Spatial_Relation_122,Is the bench at the left side of the cat?,masking,10
val_Spatial_Relation_122_masking2,val_Spatial_Relation_122,Is the bench at the left side of the cat?,masking,7
val_Spatial_Relation_122_rotate1,val_Spatial_Relation_122,Is the bench at the left side of the cat?,rotate,6
val_Spatial_Relation_122_rotate2,val_Spatial_Relation_122,Is the bench at the left side of the cat?,rotate,5
val_Spatial_Relation_122_shift1,val_Spatial_Relation_122,Is the bench at the left side of the cat?,shift,6
val_Spatial_Relation_122_shift2,val_Spatial_Relation_122,Is the bench at the left side of the cat?,shift,5
val_Spatial_Relation_122_bw1,val_Spatial_Relation_122,Is the bench at the left side of the cat?,bw,NA
val_Spatial_Relation_122_bw2,val_Spatial_Relation_122,Is the bench at the left side of the cat?,bw,NA
val_Spatial_Relation_123_contrast1,val_Spatial_Relation_123,Is the bed beneath the dog?,contrast,6
val_Spatial_Relation_123_contrast2,val_Spatial_Relation_123,Is the bed beneath the dog?,contrast,7
val_Spatial_Relation_123_blur1,val_Spatial_Relation_123,Is the bed beneath the dog?,blur,6
val_Spatial_Relation_123_blur2,val_Spatial_Relation_123,Is the bed beneath the dog?,blur,7
val_Spatial_Relation_123_noise1,val_Spatial_Relation_123,Is the bed beneath the dog?,noise,9
val_Spatial_Relation_123_noise2,val_Spatial_Relation_123,Is the bed beneath the dog?,noise,5
val_Spatial_Relation_123_masking1,val_Spatial_Relation_123,Is the bed beneath the dog?,masking,9
val_Spatial_Relation_123_masking2,val_Spatial_Relation_123,Is the bed beneath the dog?,masking,5
val_Spatial_Relation_123_rotate1,val_Spatial_Relation_123,Is the bed beneath the dog?,rotate,6
val_Spatial_Relation_123_rotate2,val_Spatial_Relation_123,Is the bed beneath the dog?,rotate,7
val_Spatial_Relation_123_shift1,val_Spatial_Relation_123,Is the bed beneath the dog?,shift,6
val_Spatial_Relation_123_shift2,val_Spatial_Relation_123,Is the bed beneath the dog?,shift,7
val_Spatial_Relation_123_bw1,val_Spatial_Relation_123,Is the bed beneath the dog?,bw,NA
val_Spatial_Relation_123_bw2,val_Spatial_Relation_123,Is the bed beneath the dog?,bw,NA
val_Spatial_Relation_124_contrast1,val_Spatial_Relation_124,Is the person at the right side of the laptop?,contrast,6
val_Spatial_Relation_124_contrast2,val_Spatial_Relation_124,Is the person at the right side of the laptop?,contrast,7
val_Spatial_Relation_124_blur1,val_Spatial_Relation_124,Is the person at the right side of the laptop?,blur,6
val_Spatial_Relation_124_blur2,val_Spatial_Relation_124,Is the person at the right side of the laptop?,blur,7
val_Spatial_Relation_124_noise1,val_Spatial_Relation_124,Is the person at the right side of the laptop?,noise,6
val_Spatial_Relation_124_noise2,val_Spatial_Relation_124,Is the person at the right side of the laptop?,noise,7
val_Spatial_Relation_124_masking1,val_Spatial_Relation_124,Is the person at the right side of the laptop?,masking,6
val_Spatial_Relation_124_masking2,val_Spatial_Relation_124,Is the person at the right side of the laptop?,masking,7
val_Spatial_Relation_124_rotate1,val_Spatial_Relation_124,Is the person at the right side of the laptop?,rotate,6
val_Spatial_Relation_124_rotate2,val_Spatial_Relation_124,Is the person at the right side of the laptop?,rotate,7
val_Spatial_Relation_124_shift1,val_Spatial_Relation_124,Is the person at the right side of the laptop?,shift,6
val_Spatial_Relation_124_shift2,val_Spatial_Relation_124,Is the person at the right side of the laptop?,shift,7
val_Spatial_Relation_124_bw1,val_Spatial_Relation_124,Is the person at the right side of the laptop?,bw,NA
val_Spatial_Relation_124_bw2,val_Spatial_Relation_124,Is the person at the right side of the laptop?,bw,NA
val_Spatial_Relation_125_contrast1,val_Spatial_Relation_125,Is the person beneath the remote?,contrast,3
val_Spatial_Relation_125_contrast2,val_Spatial_Relation_125,Is the person beneath the remote?,contrast,6
val_Spatial_Relation_125_blur1,val_Spatial_Relation_125,Is the person beneath the remote?,blur,3
val_Spatial_Relation_125_blur2,val_Spatial_Relation_125,Is the person beneath the remote?,blur,6
val_Spatial_Relation_125_noise1,val_Spatial_Relation_125,Is the person beneath the remote?,noise,5
val_Spatial_Relation_125_noise2,val_Spatial_Relation_125,Is the person beneath the remote?,noise,9
val_Spatial_Relation_125_masking1,val_Spatial_Relation_125,Is the person beneath the remote?,masking,5
val_Spatial_Relation_125_masking2,val_Spatial_Relation_125,Is the person beneath the remote?,masking,9
val_Spatial_Relation_125_rotate1,val_Spatial_Relation_125,Is the person beneath the remote?,rotate,3
val_Spatial_Relation_125_rotate2,val_Spatial_Relation_125,Is the person beneath the remote?,rotate,6
val_Spatial_Relation_125_shift1,val_Spatial_Relation_125,Is the person beneath the remote?,shift,3
val_Spatial_Relation_125_shift2,val_Spatial_Relation_125,Is the person beneath the remote?,shift,6
val_Spatial_Relation_125_bw1,val_Spatial_Relation_125,Is the person beneath the remote?,bw,NA
val_Spatial_Relation_125_bw2,val_Spatial_Relation_125,Is the person beneath the remote?,bw,NA
val_Spatial_Relation_126_contrast1,val_Spatial_Relation_126,Does the oven contain the pizza?,contrast,7
val_Spatial_Relation_126_contrast2,val_Spatial_Relation_126,Does the oven contain the pizza?,contrast,4
val_Spatial_Relation_126_blur1,val_Spatial_Relation_126,Does the oven contain the pizza?,blur,7
val_Spatial_Relation_126_blur2,val_Spatial_Relation_126,Does the oven contain the pizza?,blur,4
val_Spatial_Relation_126_noise1,val_Spatial_Relation_126,Does the oven contain the pizza?,noise,7
val_Spatial_Relation_126_noise2,val_Spatial_Relation_126,Does the oven contain the pizza?,noise,8
val_Spatial_Relation_126_masking1,val_Spatial_Relation_126,Does the oven contain the pizza?,masking,7
val_Spatial_Relation_126_masking2,val_Spatial_Relation_126,Does the oven contain the pizza?,masking,8
val_Spatial_Relation_126_rotate1,val_Spatial_Relation_126,Does the oven contain the pizza?,rotate,7
val_Spatial_Relation_126_rotate2,val_Spatial_Relation_126,Does the oven contain the pizza?,rotate,4
val_Spatial_Relation_126_shift1,val_Spatial_Relation_126,Does the oven contain the pizza?,shift,7
val_Spatial_Relation_126_shift2,val_Spatial_Relation_126,Does the oven contain the pizza?,shift,4
val_Spatial_Relation_126_bw1,val_Spatial_Relation_126,Does the oven contain the pizza?,bw,NA
val_Spatial_Relation_126_bw2,val_Spatial_Relation_126,Does the oven contain the pizza?,bw,NA
val_Spatial_Relation_127_contrast1,val_Spatial_Relation_127,Is the truck far away from the suitcase?,contrast,3
val_Spatial_Relation_127_contrast2,val_Spatial_Relation_127,Is the truck far away from the suitcase?,contrast,5
val_Spatial_Relation_127_blur1,val_Spatial_Relation_127,Is the truck far away from the suitcase?,blur,3
val_Spatial_Relation_127_blur2,val_Spatial_Relation_127,Is the truck far away from the suitcase?,blur,5
val_Spatial_Relation_127_noise1,val_Spatial_Relation_127,Is the truck far away from the suitcase?,noise,9
val_Spatial_Relation_127_noise2,val_Spatial_Relation_127,Is the truck far away from the suitcase?,noise,7
val_Spatial_Relation_127_masking1,val_Spatial_Relation_127,Is the truck far away from the suitcase?,masking,9
val_Spatial_Relation_127_masking2,val_Spatial_Relation_127,Is the truck far away from the suitcase?,masking,7
val_Spatial_Relation_127_rotate1,val_Spatial_Relation_127,Is the truck far away from the suitcase?,rotate,3
val_Spatial_Relation_127_rotate2,val_Spatial_Relation_127,Is the truck far away from the suitcase?,rotate,5
val_Spatial_Relation_127_shift1,val_Spatial_Relation_127,Is the truck far away from the suitcase?,shift,3
val_Spatial_Relation_127_shift2,val_Spatial_Relation_127,Is the truck far away from the suitcase?,shift,5
val_Spatial_Relation_127_bw1,val_Spatial_Relation_127,Is the truck far away from the suitcase?,bw,NA
val_Spatial_Relation_127_bw2,val_Spatial_Relation_127,Is the truck far away from the suitcase?,bw,NA
val_Spatial_Relation_128_contrast1,val_Spatial_Relation_128,Is the donut on the dining table?,contrast,8
val_Spatial_Relation_128_contrast2,val_Spatial_Relation_128,Is the donut on the dining table?,contrast,3
val_Spatial_Relation_128_blur1,val_Spatial_Relation_128,Is the donut on the dining table?,blur,8
val_Spatial_Relation_128_blur2,val_Spatial_Relation_128,Is the donut on the dining table?,blur,3
val_Spatial_Relation_128_noise1,val_Spatial_Relation_128,Is the donut on the dining table?,noise,10
val_Spatial_Relation_128_noise2,val_Spatial_Relation_128,Is the donut on the dining table?,noise,7
val_Spatial_Relation_128_masking1,val_Spatial_Relation_128,Is the donut on the dining table?,masking,10
val_Spatial_Relation_128_masking2,val_Spatial_Relation_128,Is the donut on the dining table?,masking,7
val_Spatial_Relation_128_rotate1,val_Spatial_Relation_128,Is the donut on the dining table?,rotate,8
val_Spatial_Relation_128_rotate2,val_Spatial_Relation_128,Is the donut on the dining table?,rotate,3
